Entity,Code,Year,Coal (% equivalent primary energy)
Finland,FIN,2014,15.773532
Finland,FIN,2015,13.501337
Finland,FIN,2016,15.242039
Finland,FIN,2017,14.255282
Finland,FIN,2018,14.642117
Finland,FIN,2019,12.553281
Finland,FIN,2020,10.0107975
Finland,FIN,2021,10.598255
Finland,FIN,2022,10.371142
Finland,FIN,2023,7.3998084
France,FRA,1965,38.499294
France,FRA,1966,34.950752
France,FRA,1967,32.475285
France,FRA,1968,29.583475
France,FRA,1969,26.895172
France,FRA,1970,23.56215
France,FRA,1971,20.57849
France,FRA,1972,16.972689
France,FRA,1973,15.54808
France,FRA,1974,15.961239
France,FRA,1975,15.207519
France,FRA,1976,16.266663
France,FRA,1977,16.050854
France,FRA,1978,15.378756
France,FRA,1979,16.098604
France,FRA,1980,16.436491
France,FRA,1981,14.76618
France,FRA,1982,15.7299385
France,FRA,1983,13.729125
France,FRA,1984,12.8122015
France,FRA,1985,12.112272
France,FRA,1986,9.718047
France,FRA,1987,9.077125
France,FRA,1988,8.759019
France,FRA,1989,9.342445
France,FRA,1990,8.695639
France,FRA,1991,8.618003
France,FRA,1992,7.565067
France,FRA,1993,5.9697022
France,FRA,1994,5.9786463
France,FRA,1995,6.194006
France,FRA,1996,6.2765226
France,FRA,1997,5.604708
France,FRA,1998,6.481625
France,FRA,1999,5.7347784
France,FRA,2000,5.489601
France,FRA,2001,4.5826793
France,FRA,2002,4.9564505
France,FRA,2003,5.195428
France,FRA,2004,4.958955
France,FRA,2005,5.159091
France,FRA,2006,4.8059726
France,FRA,2007,5.05741
France,FRA,2008,4.7793603
France,FRA,2009,4.42101
France,FRA,2010,4.6029773
France,FRA,2011,4.2716174
France,FRA,2012,4.7528696
France,FRA,2013,4.996497
France,FRA,2014,3.8331683
France,FRA,2015,3.6240246
France,FRA,2016,3.5984669
France,FRA,2017,3.9582357
France,FRA,2018,3.5929112
France,FRA,2019,2.9097362
France,FRA,2020,2.293263
France,FRA,2021,2.89334
France,FRA,2022,2.8025734
France,FRA,2023,2.051935
Germany,DEU,1965,62.96032
Germany,DEU,1966,58.627434
Germany,DEU,1967,56.620415
Germany,DEU,1968,53.79234
Germany,DEU,1969,51.347202
Germany,DEU,1970,48.019665
Germany,DEU,1971,45.542862
Germany,DEU,1972,42.964603
Germany,DEU,1973,40.75709
Germany,DEU,1974,41.65666
Germany,DEU,1975,39.275913
Germany,DEU,1976,38.85676
Germany,DEU,1977,37.407814
Germany,DEU,1978,36.57076
Germany,DEU,1979,36.660072
Germany,DEU,1980,38.774967
Germany,DEU,1981,40.69193
Germany,DEU,1982,41.173084
Germany,DEU,1983,42.079437
Germany,DEU,1984,41.882603
Germany,DEU,1985,40.463066
Germany,DEU,1986,38.55468
Germany,DEU,1987,38.069527
Germany,DEU,1988,37.4938
Germany,DEU,1989,38.498226
Germany,DEU,1990,36.485134
Germany,DEU,1991,32.84558
Germany,DEU,1992,30.291739
Germany,DEU,1993,28.705164
Germany,DEU,1994,28.108328
Germany,DEU,1995,26.515564
Germany,DEU,1996,25.558725
Germany,DEU,1997,25.086884
Germany,DEU,1998,24.691626
Germany,DEU,1999,24.109173
Germany,DEU,2000,24.875908
Germany,DEU,2001,24.48893
Germany,DEU,2002,24.855877
Germany,DEU,2003,25.274336
Germany,DEU,2004,24.641804
Germany,DEU,2005,23.857538
Germany,DEU,2006,24.205257
Germany,DEU,2007,25.897175
Germany,DEU,2008,23.682014
Germany,DEU,2009,22.596212
Germany,DEU,2010,23.294436
Germany,DEU,2011,24.545755
Germany,DEU,2012,24.88291
Germany,DEU,2013,24.903563
Germany,DEU,2014,24.953613
Germany,DEU,2015,24.20232
Germany,DEU,2016,23.166636
Germany,DEU,2017,21.499512
Germany,DEU,2018,21.297716
Germany,DEU,2019,16.894312
Germany,DEU,2020,14.950182
Germany,DEU,2021,17.546066
Germany,DEU,2022,18.803404
Germany,DEU,2023,16.002974
Greece,GRC,1982,23.244452
Greece,GRC,1983,28.346481
Greece,GRC,1984,28.989134
Greece,GRC,1985,31.824354
Greece,GRC,1986,30.306911
Greece,GRC,1987,31.640404
Greece,GRC,1988,33.634106
Greece,GRC,1989,33.357525
Greece,GRC,1990,32.621838
Greece,GRC,1991,30.935467
Greece,GRC,1992,31.720295
Greece,GRC,1993,31.293716
Greece,GRC,1994,30.836292
Greece,GRC,1995,29.650805
Greece,GRC,1996,28.133408
Greece,GRC,1997,29.46051
Greece,GRC,1998,29.018688
Greece,GRC,1999,27.918682
Greece,GRC,2000,28.13221
Greece,GRC,2001,28.84808
Greece,GRC,2002,27.729488
Greece,GRC,2003,26.34277
Greece,GRC,2004,27.008862
Greece,GRC,2005,26.55069
Greece,GRC,2006,23.755413
Greece,GRC,2007,24.565708
Greece,GRC,2008,23.559954
Greece,GRC,2009,24.724707
Greece,GRC,2010,24.17985
Greece,GRC,2011,24.738302
Greece,GRC,2012,27.099445
Greece,GRC,2013,24.751867
Greece,GRC,2014,25.363892
Greece,GRC,2015,20.993246
Greece,GRC,2016,16.512486
Greece,GRC,2017,17.312294
Greece,GRC,2018,16.902401
Greece,GRC,2019,11.731408
Greece,GRC,2020,7.688891
Greece,GRC,2021,6.5803623
Greece,GRC,2022,5.865624
Greece,GRC,2023,4.332894
High-income countries,,1965,33.045624
High-income countries,,1966,31.308287
High-income countries,,1967,29.573452
High-income countries,,1968,28.390947
High-income countries,,1969,26.934736
High-income countries,,1970,25.0902
High-income countries,,1971,23.183096
High-income countries,,1972,21.840443
High-income countries,,1973,21.535326
High-income countries,,1974,21.67612
High-income countries,,1975,21.69915
High-income countries,,1976,21.690022
High-income countries,,1977,21.484583
High-income countries,,1978,20.712555
High-income countries,,1979,21.42241
High-income countries,,1980,22.85282
High-income countries,,1981,23.584505
High-income countries,,1982,23.943672
High-income countries,,1983,24.328638
High-income countries,,1984,24.311459
High-income countries,,1985,24.707546
High-income countries,,1986,24.025946
High-income countries,,1987,23.989466
High-income countries,,1988,23.733992
High-income countries,,1989,23.437687
High-income countries,,1990,22.647152
High-income countries,,1991,21.919796
High-income countries,,1992,21.182335
High-income countries,,1993,20.803698
High-income countries,,1994,20.347593
High-income countries,,1995,19.948606
High-income countries,,1996,19.901361
High-income countries,,1997,19.832628
High-income countries,,1998,19.644606
High-income countries,,1999,19.182058
High-income countries,,2000,19.62564
High-income countries,,2001,19.563915
High-income countries,,2002,19.574064
High-income countries,,2003,19.90935
High-income countries,,2004,19.560497
High-income countries,,2005,19.513409
High-income countries,,2006,19.550611
High-income countries,,2007,19.699577
High-income countries,,2008,19.445396
High-income countries,,2009,18.160027
High-income countries,,2010,18.447157
High-income countries,,2011,18.262238
High-income countries,,2012,17.61372
High-income countries,,2013,17.64389
High-income countries,,2014,17.373047
High-income countries,,2015,16.13771
High-income countries,,2016,15.113147
High-income countries,,2017,14.857583
High-income countries,,2018,14.154453
High-income countries,,2019,12.646617
High-income countries,,2020,11.608632
High-income countries,,2021,12.170211
High-income countries,,2022,11.60623
High-income countries,,2023,10.184202
Hong Kong,HKG,1995,36.0588
Hong Kong,HKG,1996,26.80958
Hong Kong,HKG,1997,22.36329
Hong Kong,HKG,1998,27.271217
Hong Kong,HKG,1999,23.016226
Hong Kong,HKG,2008,28.184813
Hong Kong,HKG,2009,26.953384
Hong Kong,HKG,2010,22.549356
Hong Kong,HKG,2011,26.158163
Hong Kong,HKG,2012,26.792887
Hong Kong,HKG,2013,27.805754
Hong Kong,HKG,2014,29.862482
Hong Kong,HKG,2015,23.863022
Hong Kong,HKG,2016,23.248648
Hong Kong,HKG,2017,20.306011
Hong Kong,HKG,2018,20.612226
Hong Kong,HKG,2019,20.83015
Hong Kong,HKG,2020,14.825503
Hong Kong,HKG,2021,17.43197
Hong Kong,HKG,2022,19.205936
Hong Kong,HKG,2023,16.260519
Hungary,HUN,1965,68.59468
Hungary,HUN,1966,64.91136
Hungary,HUN,1967,59.010612
Hungary,HUN,1968,56.136776
Hungary,HUN,1969,53.20502
Hungary,HUN,1970,50.18819
Hungary,HUN,1971,47.0519
Hungary,HUN,1972,44.287926
Hungary,HUN,1973,41.11059
Hungary,HUN,1974,38.045166
Hungary,HUN,1975,34.23645
Hungary,HUN,1976,32.46983
Hungary,HUN,1977,31.410784
Hungary,HUN,1978,29.340803
Hungary,HUN,1979,29.858643
Hungary,HUN,1980,29.190746
Hungary,HUN,1981,29.631618
Hungary,HUN,1982,30.758318
Hungary,HUN,1983,29.42262
Hungary,HUN,1984,27.874506
Hungary,HUN,1985,26.526546
Hungary,HUN,1986,26.339066
Hungary,HUN,1987,25.1989
Hungary,HUN,1988,24.337894
Hungary,HUN,1989,22.378323
Hungary,HUN,1990,22.152512
Hungary,HUN,1991,22.087812
Hungary,HUN,1992,20.761112
Hungary,HUN,1993,19.42669
Hungary,HUN,1994,18.120527
Hungary,HUN,1995,17.624355
Hungary,HUN,1996,17.080208
Hungary,HUN,1997,16.71886
Hungary,HUN,1998,15.984599
Hungary,HUN,1999,16.648594
Hungary,HUN,2000,16.02304
Hungary,HUN,2001,14.861955
Hungary,HUN,2002,14.683193
Hungary,HUN,2003,14.842613
Hungary,HUN,2004,13.852583
Hungary,HUN,2005,11.553467
Hungary,HUN,2006,11.828403
Hungary,HUN,2007,12.189298
Hungary,HUN,2008,12.008964
Hungary,HUN,2009,10.897906
Hungary,HUN,2010,11.269142
Hungary,HUN,2011,11.707494
Hungary,HUN,2012,12.087433
Hungary,HUN,2013,11.164837
Hungary,HUN,2014,11.025816
Hungary,HUN,2015,10.845333
Hungary,HUN,2016,9.983181
Hungary,HUN,2017,9.708483
Hungary,HUN,2018,9.107018
Hungary,HUN,2019,7.780128
Hungary,HUN,2020,7.2486176
Hungary,HUN,2021,5.612851
Hungary,HUN,2022,5.41962
Hungary,HUN,2023,3.991812
Iceland,ISL,2007,2.838216
India,IND,1965,66.737656
India,IND,1966,64.600006
India,IND,1967,63.67921
India,IND,1968,61.624123
India,IND,1969,59.049194
India,IND,1970,57.19334
India,IND,1971,55.750233
India,IND,1972,55.95242
India,IND,1973,54.076706
India,IND,1974,57.61761
India,IND,1975,57.60285
India,IND,1976,57.190884
India,IND,1977,56.601585
India,IND,1978,52.692097
India,IND,1979,53.04435
India,IND,1980,54.124866
India,IND,1981,55.002666
India,IND,1982,54.93092
India,IND,1983,55.446278
India,IND,1984,54.520668
India,IND,1985,54.11962
India,IND,1986,54.331516
India,IND,1987,56.1127
India,IND,1988,55.32062
India,IND,1989,55.04963
India,IND,1990,55.462444
India,IND,1991,55.93353
India,IND,1992,56.34096
India,IND,1993,56.93746
India,IND,1994,55.75697
India,IND,1995,55.06407
India,IND,1996,54.46734
India,IND,1997,53.977776
India,IND,1998,52.577503
India,IND,1999,50.662445
India,IND,2000,51.300957
India,IND,2001,51.51078
India,IND,2002,51.99921
India,IND,2003,52.585083
India,IND,2004,51.543953
India,IND,2005,53.296246
India,IND,2006,52.52183
India,IND,2007,52.956795
India,IND,2008,54.16922
India,IND,2009,54.545166
India,IND,2010,53.565372
India,IND,2011,52.771057
India,IND,2012,54.51129
India,IND,2013,55.85577
India,IND,2014,57.425255
India,IND,2015,56.628643
India,IND,2016,55.37366
India,IND,2017,55.078472
India,IND,2018,54.814518
India,IND,2019,53.545525
India,IND,2020,53.40362
India,IND,2021,55.84505
India,IND,2022,55.058468
India,IND,2023,56.33865
Indonesia,IDN,1965,1.775131
Indonesia,IDN,1966,2.1902573
Indonesia,IDN,1967,1.5572653
Indonesia,IDN,1968,1.0916446
Indonesia,IDN,1969,1.1654931
Indonesia,IDN,1970,0.9460072
Indonesia,IDN,1971,1.1412922
Indonesia,IDN,1972,1.0761838
Indonesia,IDN,1973,0.6393584
Indonesia,IDN,1974,0.65004724
Indonesia,IDN,1975,0.6763136
Indonesia,IDN,1976,0.6439297
Indonesia,IDN,1977,0.5236733
Indonesia,IDN,1978,0.619075
Indonesia,IDN,1979,0.8176805
Indonesia,IDN,1980,0.96278924
Indonesia,IDN,1981,0.9583604
Indonesia,IDN,1982,0.88771355
Indonesia,IDN,1983,0.83825237
Indonesia,IDN,1984,0.7973608
Indonesia,IDN,1985,2.5344768
Indonesia,IDN,1986,3.813153
Indonesia,IDN,1987,5.663906
Indonesia,IDN,1988,5.6043277
Indonesia,IDN,1989,7.5858603
Indonesia,IDN,1990,6.629344
Indonesia,IDN,1991,6.166934
Indonesia,IDN,1992,6.8564134
Indonesia,IDN,1993,7.501117
Indonesia,IDN,1994,7.1677675
Indonesia,IDN,1995,7.247917
Indonesia,IDN,1996,8.057568
Indonesia,IDN,1997,9.156642
Indonesia,IDN,1998,9.995482
Indonesia,IDN,1999,12.60035
Indonesia,IDN,2000,13.155746
Indonesia,IDN,2001,15.593221
Indonesia,IDN,2002,15.6559105
Indonesia,IDN,2003,19.371746
Indonesia,IDN,2004,17.98025
Indonesia,IDN,2005,20.0386
Indonesia,IDN,2006,22.968197
Indonesia,IDN,2007,26.999372
Indonesia,IDN,2008,23.412876
Indonesia,IDN,2009,23.553999
Indonesia,IDN,2010,24.714418
Indonesia,IDN,2011,27.024263
Indonesia,IDN,2012,26.675215
Indonesia,IDN,2013,24.353514
Indonesia,IDN,2014,25.49845
Indonesia,IDN,2015,28.523329
Indonesia,IDN,2016,28.696383
Indonesia,IDN,2017,28.76997
Indonesia,IDN,2018,30.47598
Indonesia,IDN,2019,34.84175
Indonesia,IDN,2020,35.37279
Indonesia,IDN,2021,34.47205
Indonesia,IDN,2022,43.580322
Indonesia,IDN,2023,42.73576
Iran,IRN,1965,2.5222733
Iran,IRN,1966,2.5445497
Iran,IRN,1967,2.55229
Iran,IRN,1968,2.5572314
Iran,IRN,1969,2.5696588
Iran,IRN,1970,2.40247
Iran,IRN,1971,1.5451965
Iran,IRN,1972,2.129344
Iran,IRN,1973,2.9955854
Iran,IRN,1974,2.8934097
Iran,IRN,1975,4.599887
Iran,IRN,1976,4.039912
Iran,IRN,1977,3.609528
Iran,IRN,1978,2.2559314
Iran,IRN,1979,3.0161588
Iran,IRN,1980,3.4260094
Iran,IRN,1981,2.8505402
Iran,IRN,1982,3.4066148
Iran,IRN,1983,2.707097
Iran,IRN,1984,1.9366629
Iran,IRN,1985,1.7462246
Iran,IRN,1986,1.8358165
Iran,IRN,1987,1.6844227
Iran,IRN,1988,1.7044194
Iran,IRN,1989,1.1455538
Iran,IRN,1990,1.0182849
Iran,IRN,1991,1.3396512
Iran,IRN,1992,1.066905
Iran,IRN,1993,1.4173224
Iran,IRN,1994,1.2706718
Iran,IRN,1995,1.1347479
Iran,IRN,1996,1.0911906
Iran,IRN,1997,1.0852064
Iran,IRN,1998,1.2131995
Iran,IRN,1999,1.0712843
Iran,IRN,2000,1.0854938
Iran,IRN,2001,0.996018
Iran,IRN,2002,0.86582863
Iran,IRN,2003,0.9212182
Iran,IRN,2004,0.8718117
Iran,IRN,2005,0.93298817
Iran,IRN,2006,0.8241294
Iran,IRN,2007,0.8081395
Iran,IRN,2008,0.61730844
Iran,IRN,2009,0.3889821
Iran,IRN,2010,0.54978776
Iran,IRN,2011,0.54334927
Iran,IRN,2012,0.41742986
Iran,IRN,2013,0.33418372
Iran,IRN,2014,0.3811045
Iran,IRN,2015,0.4640302
Iran,IRN,2016,0.36604506
Iran,IRN,2017,0.4000105
Iran,IRN,2018,0.5119266
Iran,IRN,2019,0.5800562
Iran,IRN,2020,0.63218623
Iran,IRN,2021,0.6271305
Iran,IRN,2022,0.6202629
Iran,IRN,2023,0.6199398
Iraq,IRQ,2017,0
Iraq,IRQ,2018,0
Iraq,IRQ,2019,0
Ireland,IRL,1979,22.276958
Ireland,IRL,1980,21.818317
Ireland,IRL,1981,23.404558
Ireland,IRL,1982,24.936556
Ireland,IRL,1983,27.45037
Ireland,IRL,1984,26.593143
Ireland,IRL,1985,29.11652
Ireland,IRL,1986,29.631401
Ireland,IRL,1987,37.64373
Ireland,IRL,1988,38.512653
Ireland,IRL,1989,37.454716
Ireland,IRL,1990,34.15284
Ireland,IRL,1991,31.53803
Ireland,IRL,1992,29.903423
Ireland,IRL,1993,28.454473
Ireland,IRL,1994,26.12248
Ireland,IRL,1995,25.7728
Ireland,IRL,1996,24.550608
Ireland,IRL,1997,22.636803
Ireland,IRL,1998,21.177784
Ireland,IRL,1999,17.258472
Ireland,IRL,2000,17.547998
Ireland,IRL,2001,17.39458
Ireland,IRL,2002,16.889637
Ireland,IRL,2003,16.765564
Ireland,IRL,2004,15.359381
Ireland,IRL,2005,16.359652
Ireland,IRL,2006,14.293999
Ireland,IRL,2007,13.744455
Ireland,IRL,2008,13.51451
Ireland,IRL,2009,13.137223
Ireland,IRL,2010,12.954081
Ireland,IRL,2011,13.312963
Ireland,IRL,2012,15.701708
Ireland,IRL,2013,14.421432
Ireland,IRL,2014,14.213005
Ireland,IRL,2015,14.665611
Ireland,IRL,2016,13.49082
Ireland,IRL,2017,11.438699
Ireland,IRL,2018,8.7974825
Ireland,IRL,2019,6.2664824
Ireland,IRL,2020,5.713078
Ireland,IRL,2021,7.64668
Ireland,IRL,2022,5.9409266
Ireland,IRL,2023,4.1761494
Israel,ISR,1980,0.012562585
Israel,ISR,1981,0.012351816
Israel,ISR,1982,6.3440366
Israel,ISR,1983,11.949067
Israel,ISR,1984,18.585327
Israel,ISR,1985,21.862572
Israel,ISR,1986,23.079266
Israel,ISR,1987,22.916992
Israel,ISR,1988,20.491224
Israel,ISR,1989,21.15895
Israel,ISR,1990,21.346006
Israel,ISR,1991,22.7369
Israel,ISR,1992,23.980532
Israel,ISR,1993,24.948887
Israel,ISR,1994,25.345701
Israel,ISR,1995,24.598852
Israel,ISR,1996,28.776226
Israel,ISR,1997,28.615957
Israel,ISR,1998,29.190496
Israel,ISR,1999,27.662224
Israel,ISR,2000,31.99376
Israel,ISR,2001,36.956066
Israel,ISR,2002,38.294727
Israel,ISR,2003,38.515144
Israel,ISR,2004,38.142822
Israel,ISR,2005,37.742596
Israel,ISR,2006,37.114666
Israel,ISR,2007,36.59946
Israel,ISR,2008,35.007698
Israel,ISR,2009,35.28677
Israel,ISR,2010,33.924458
Israel,ISR,2011,34.15956
Israel,ISR,2012,36.243313
Israel,ISR,2013,30.856153
Israel,ISR,2014,29.393057
Israel,ISR,2015,27.276941
Israel,ISR,2016,22.853807
Israel,ISR,2017,20.36956
Israel,ISR,2018,18.747152
Israel,ISR,2019,19.203217
Israel,ISR,2020,17.70051
Israel,ISR,2021,15.48865
Israel,ISR,2022,14.394275
Israel,ISR,2023,12.414269
Italy,ITA,1965,10.805003
Italy,ITA,1966,10.348499
Italy,ITA,1967,10.471507
Italy,ITA,1968,9.384944
Italy,ITA,1969,8.950287
Italy,ITA,1970,8.18673
Italy,ITA,1971,7.51171
Italy,ITA,1972,6.6654286
Italy,ITA,1973,6.4799747
Italy,ITA,1974,7.0586376
Italy,ITA,1975,7.2294354
Italy,ITA,1976,6.7923203
Italy,ITA,1977,6.657689
Italy,ITA,1978,6.6097894
Italy,ITA,1979,7.0338836
Italy,ITA,1980,8.4698715
Italy,ITA,1981,8.866394
Italy,ITA,1982,10.114164
Italy,ITA,1983,9.66976
Italy,ITA,1984,10.798701
Italy,ITA,1985,10.712906
Italy,ITA,1986,10.252485
Italy,ITA,1987,9.882728
Italy,ITA,1988,9.040477
Italy,ITA,1989,9.167906
Italy,ITA,1990,9.17895
Italy,ITA,1991,8.453371
Italy,ITA,1992,7.445481
Italy,ITA,1993,6.6523304
Italy,ITA,1994,7.039983
Italy,ITA,1995,7.2767706
Italy,ITA,1996,6.697884
Italy,ITA,1997,6.6801457
Italy,ITA,1998,6.7786875
Italy,ITA,1999,6.5839753
Italy,ITA,2000,6.934749
Italy,ITA,2001,7.3751516
Italy,ITA,2002,7.6644883
Italy,ITA,2003,8.014712
Italy,ITA,2004,8.783207
Italy,ITA,2005,8.705081
Italy,ITA,2006,8.85412
Italy,ITA,2007,8.837144
Italy,ITA,2008,8.69835
Italy,ITA,2009,7.2943673
Italy,ITA,2010,7.8079715
Italy,ITA,2011,8.922812
Italy,ITA,2012,9.400455
Italy,ITA,2013,8.468905
Italy,ITA,2014,8.707126
Italy,ITA,2015,7.901596
Italy,ITA,2016,7.01082
Italy,ITA,2017,6.0714374
Italy,ITA,2018,5.533283
Italy,ITA,2019,4.261173
Italy,ITA,2020,3.5868154
Italy,ITA,2021,3.6854885
Italy,ITA,2022,5.027476
Italy,ITA,2023,3.6463835
Japan,JPN,1965,30.92649
Japan,JPN,1966,29.04325
Japan,JPN,1967,28.437578
Japan,JPN,1968,26.562033
Japan,JPN,1969,24.33421
Japan,JPN,1970,20.542538
Japan,JPN,1971,17.803196
Japan,JPN,1972,16.248035
Japan,JPN,1973,15.651436
Japan,JPN,1974,16.743467
Japan,JPN,1975,15.817231
Japan,JPN,1976,14.840687
Japan,JPN,1977,14.065056
Japan,JPN,1978,12.466867
Japan,JPN,1979,13.0715
Japan,JPN,1980,15.750876
Japan,JPN,1981,17.94361
Japan,JPN,1982,17.65413
Japan,JPN,1983,16.907675
Japan,JPN,1984,18.255877
Japan,JPN,1985,18.585363
Japan,JPN,1986,17.722208
Japan,JPN,1987,17.329922
Japan,JPN,1988,17.753437
Japan,JPN,1989,17.313602
Japan,JPN,1990,17.508484
Japan,JPN,1991,16.789028
Japan,JPN,1992,16.314169
Japan,JPN,1993,16.364128
Japan,JPN,1994,16.531305
Japan,JPN,1995,16.574278
Japan,JPN,1996,16.677948
Japan,JPN,1997,16.804167
Japan,JPN,1998,16.277212
Japan,JPN,1999,16.861578
Japan,JPN,2000,17.760208
Japan,JPN,2001,18.383595
Japan,JPN,2002,19.590145
Japan,JPN,2003,20.140795
Japan,JPN,2004,20.39508
Japan,JPN,2005,21.012695
Japan,JPN,2006,20.70989
Japan,JPN,2007,21.952435
Japan,JPN,2008,22.972696
Japan,JPN,2009,21.112581
Japan,JPN,2010,22.606615
Japan,JPN,2011,22.624847
Japan,JPN,2012,24.113731
Japan,JPN,2013,25.2786
Japan,JPN,2014,25.514269
Japan,JPN,2015,26.062622
Japan,JPN,2016,26.349878
Japan,JPN,2017,26.443487
Japan,JPN,2018,26.080742
Japan,JPN,2019,26.175858
Japan,JPN,2020,26.335466
Japan,JPN,2021,27.185556
Japan,JPN,2022,27.283863
Japan,JPN,2023,26.06564
Kazakhstan,KAZ,1985,55.71397
Kazakhstan,KAZ,1986,57.226562
Kazakhstan,KAZ,1987,58.150364
Kazakhstan,KAZ,1988,58.52214
Kazakhstan,KAZ,1989,56.741524
Kazakhstan,KAZ,1990,52.396317
Kazakhstan,KAZ,1991,51.200397
Kazakhstan,KAZ,1992,52.25168
Kazakhstan,KAZ,1993,53.74915
Kazakhstan,KAZ,1994,59.0276
Kazakhstan,KAZ,1995,53.06195
Kazakhstan,KAZ,1996,54.440086
Kazakhstan,KAZ,1997,53.002018
Kazakhstan,KAZ,1998,55.39328
Kazakhstan,KAZ,1999,54.57127
Kazakhstan,KAZ,2000,56.109673
Kazakhstan,KAZ,2001,62.31452
Kazakhstan,KAZ,2002,61.977757
Kazakhstan,KAZ,2003,62.431343
Kazakhstan,KAZ,2004,63.032585
Kazakhstan,KAZ,2005,61.961098
Kazakhstan,KAZ,2006,60.649555
Kazakhstan,KAZ,2007,60.06826
Kazakhstan,KAZ,2008,61.839874
Kazakhstan,KAZ,2009,63.23186
Kazakhstan,KAZ,2010,63.524002
Kazakhstan,KAZ,2011,60.897774
Kazakhstan,KAZ,2012,60.322426
Kazakhstan,KAZ,2013,59.578663
Kazakhstan,KAZ,2014,56.002216
Kazakhstan,KAZ,2015,50.008022
Kazakhstan,KAZ,2016,52.18845
Kazakhstan,KAZ,2017,53.2234
Kazakhstan,KAZ,2018,53.6522
Kazakhstan,KAZ,2019,50.195766
Kazakhstan,KAZ,2020,51.537918
Kazakhstan,KAZ,2021,47.432045
Kazakhstan,KAZ,2022,47.813602
Kazakhstan,KAZ,2023,46.495907
Latvia,LVA,1985,7.94382
Latvia,LVA,1986,10.787549
Latvia,LVA,1987,10.825157
Latvia,LVA,1988,11.512571
Latvia,LVA,1989,9.403905
Latvia,LVA,1990,9.529562
Latvia,LVA,1991,9.064095
Latvia,LVA,1992,11.139658
Latvia,LVA,1993,11.81323
Latvia,LVA,1994,9.172503
Latvia,LVA,1995,6.9725385
Latvia,LVA,1996,7.0259266
Latvia,LVA,1997,6.2309103
Latvia,LVA,1998,4.2235546
Latvia,LVA,1999,3.8450985
Latvia,LVA,2000,4.0538774
Latvia,LVA,2001,3.5120704
Latvia,LVA,2002,2.8066835
Latvia,LVA,2003,2.5488007
Latvia,LVA,2004,1.7155638
Latvia,LVA,2005,2.003647
Latvia,LVA,2006,2.263682
Latvia,LVA,2007,2.7146535
Latvia,LVA,2008,2.6869013
Latvia,LVA,2009,2.268711
Latvia,LVA,2010,2.5524042
Latvia,LVA,2011,2.902078
Latvia,LVA,2012,2.3207202
Latvia,LVA,2013,1.9101801
Latvia,LVA,2014,1.7097169
Latvia,LVA,2015,1.3048602
Latvia,LVA,2016,1.0693088
Latvia,LVA,2017,0.98059595
Latvia,LVA,2018,1.2937399
Latvia,LVA,2019,1.0631063
Latvia,LVA,2020,0.70025516
Latvia,LVA,2021,0.52525014
Latvia,LVA,2022,0.4274067
Latvia,LVA,2023,0.22330496
Lithuania,LTU,1985,5.234123
Lithuania,LTU,1986,6.6018724
Lithuania,LTU,1987,6.2033668
Lithuania,LTU,1988,5.9584947
Lithuania,LTU,1989,5.1395307
Lithuania,LTU,1990,4.7287407
Lithuania,LTU,1991,5.013281
Lithuania,LTU,1992,3.6947265
Lithuania,LTU,1993,4.1609573
Lithuania,LTU,1994,4.009757
Lithuania,LTU,1995,2.8721192
Lithuania,LTU,1996,2.4215522
Lithuania,LTU,1997,2.1109698
Lithuania,LTU,1998,1.7147366
Lithuania,LTU,1999,1.7898487
Lithuania,LTU,2000,1.367475
Lithuania,LTU,2001,1.078708
Lithuania,LTU,2002,1.603664
Lithuania,LTU,2003,1.9851588
Lithuania,LTU,2004,1.8980799
Lithuania,LTU,2005,2.2782116
Lithuania,LTU,2006,3.2541492
Lithuania,LTU,2007,2.9282858
Lithuania,LTU,2008,2.5167768
Lithuania,LTU,2009,2.1741536
Lithuania,LTU,2010,3.6366746
Lithuania,LTU,2011,4.0579867
Lithuania,LTU,2012,3.9601762
Lithuania,LTU,2013,4.931454
Lithuania,LTU,2014,4.3229203
Lithuania,LTU,2015,3.3087451
Lithuania,LTU,2016,3.2699556
Lithuania,LTU,2017,3.3317354
Lithuania,LTU,2018,3.4642823
Lithuania,LTU,2019,3.2700412
Lithuania,LTU,2020,2.5627716
Lithuania,LTU,2021,3.07704
Lithuania,LTU,2022,3.287045
Lithuania,LTU,2023,1.9759632
Lower-middle-income countries,,1965,43.496315
Lower-middle-income countries,,1966,40.36625
Lower-middle-income countries,,1967,39.372353
Lower-middle-income countries,,1968,37.73531
Lower-middle-income countries,,1969,36.97467
Lower-middle-income countries,,1970,34.067074
Lower-middle-income countries,,1971,32.878716
Lower-middle-income countries,,1972,32.535385
Lower-middle-income countries,,1973,30.81969
Lower-middle-income countries,,1974,33.14932
Lower-middle-income countries,,1975,33.290318
Lower-middle-income countries,,1976,32.56744
Lower-middle-income countries,,1977,31.705374
Lower-middle-income countries,,1978,29.247644
Lower-middle-income countries,,1979,28.898026
Lower-middle-income countries,,1980,29.044374
Lower-middle-income countries,,1981,30.002476
Lower-middle-income countries,,1982,29.034727
Lower-middle-income countries,,1983,28.476486
Lower-middle-income countries,,1984,28.32978
Lower-middle-income countries,,1985,29.63526
Lower-middle-income countries,,1986,30.045568
Lower-middle-income countries,,1987,29.982012
Lower-middle-income countries,,1988,29.274076
Lower-middle-income countries,,1989,28.592947
Lower-middle-income countries,,1990,28.57265
