Entity,Code,Year,Gas proved reserves - m³
Nigeria,NGA,1997,3308850000000
Nigeria,NGA,1998,3336400000000
Nigeria,NGA,1999,3336400000000
Nigeria,NGA,2000,3900700000000
Nigeria,NGA,2001,4401065000000
Nigeria,NGA,2002,4747435000000
Nigeria,NGA,2003,4928625000000
Nigeria,NGA,2004,4967454700000
Nigeria,NGA,2005,4894209600000
Nigeria,NGA,2006,4946650000000
Nigeria,NGA,2007,5027400000000
Nigeria,NGA,2008,5027400000000
Nigeria,NGA,2009,5027400000000
Nigeria,NGA,2010,4918692000000
Nigeria,NGA,2011,4916808000000
Nigeria,NGA,2012,4862461000000
Nigeria,NGA,2013,4851699300000
Nigeria,NGA,2014,5057788500000
Nigeria,NGA,2015,5020064000000
Nigeria,NGA,2016,5201444000000
Nigeria,NGA,2017,5345526700000
Nigeria,NGA,2018,5391247000000
Nigeria,NGA,2019,5472979500000
Nigeria,NGA,2020,5472979500000
Non-OECD (EI),,1980,56820022000000
Non-OECD (EI),,1981,58906244000000
Non-OECD (EI),,1982,61202697000000
Non-OECD (EI),,1983,62503397000000
Non-OECD (EI),,1984,65223320000000
Non-OECD (EI),,1985,67498657000000
Non-OECD (EI),,1986,73412316000000
Non-OECD (EI),,1987,75234920000000
Non-OECD (EI),,1988,79303460000000
Non-OECD (EI),,1989,90115060000000
Non-OECD (EI),,1990,93035540000000
Non-OECD (EI),,1991,99356680000000
Non-OECD (EI),,1992,101932920000000
Non-OECD (EI),,1993,103679650000000
Non-OECD (EI),,1994,104594626000000
Non-OECD (EI),,1995,104852880000000
Non-OECD (EI),,1996,107961400000000
Non-OECD (EI),,1997,110999290000000
Non-OECD (EI),,1998,115281870000000
Non-OECD (EI),,1999,118544360000000
Non-OECD (EI),,2000,124421060000000
Non-OECD (EI),,2001,137555950000000
Non-OECD (EI),,2002,139570205000000
Non-OECD (EI),,2003,140244720000000
Non-OECD (EI),,2004,140839230000000
Non-OECD (EI),,2005,139045850000000
Non-OECD (EI),,2006,140971730000000
Non-OECD (EI),,2007,147897940000000
Non-OECD (EI),,2008,150189940000000
Non-OECD (EI),,2009,152637430000000
Non-OECD (EI),,2010,162359180000000
Non-OECD (EI),,2011,163691290000000
Non-OECD (EI),,2012,163434140000000
Non-OECD (EI),,2013,163222130000000
Non-OECD (EI),,2014,165052520000000
Non-OECD (EI),,2015,164732480000000
Non-OECD (EI),,2016,167033600000000
Non-OECD (EI),,2017,167974400000000
Non-OECD (EI),,2018,168880310000000
Non-OECD (EI),,2019,170261550000000
Non-OECD (EI),,2020,167794520000000
North America,,1980,9896732000000
North America,,1981,10380658000000
North America,,1982,10396197000000
North America,,1983,10412599000000
North America,,1984,10513590000000
North America,,1985,10379188000000
North America,,1986,10265520000000
North America,,1987,10063050000000
North America,,1988,9472624000000
North America,,1989,9482130000000
North America,,1990,9468492000000
North America,,1991,9363666000000
North America,,1992,9239914000000
North America,,1993,8727745300000
North America,,1994,8460149700000
North America,,1995,8566816000000
North America,,1996,8616473000000
North America,,1997,8553906600000
North America,,1998,7527732000000
North America,,1999,7644319000000
North America,,2000,7808771700000
North America,,2001,7964546000000
North America,,2002,7678813300000
North America,,2003,7617722700000
North America,,2004,7706904000000
North America,,2005,8017252000000
North America,,2006,8137136400000
North America,,2007,8833515000000
North America,,2008,9077646000000
North America,,2009,9766481000000
North America,,2010,10863407000000
North America,,2011,11609020000000
North America,,2012,10973688000000
North America,,2013,11783982000000
North America,,2014,12527351000000
North America,,2015,10969881000000
North America,,2016,11220180000000
North America,,2017,14366548000000
North America,,2018,15238199000000
North America,,2019,15080406000000
North America,,2020,15440598000000
North America (EI),,1980,9607158000000
North America (EI),,1981,10049158000000
North America (EI),,1982,10070547000000
North America (EI),,1983,10103525000000
North America (EI),,1984,10210365000000
North America (EI),,1985,10070113000000
North America (EI),,1986,9964244000000
North America (EI),,1987,9767624000000
North America (EI),,1988,9185975000000
North America (EI),,1989,9203280000000
North America (EI),,1990,9222793000000
North America (EI),,1991,9131616000000
North America (EI),,1992,9012740000000
North America (EI),,1993,8503495000000
North America (EI),,1994,8181300300000
North America (EI),,1995,8226541700000
North America (EI),,1996,8171873000000
North America (EI),,1997,8049831400000
North America (EI),,1998,6981731500000
North America (EI),,1999,7054443400000
North America (EI),,2000,7265696400000
North America (EI),,2001,7402946600000
North America (EI),,2002,7104538600000
North America (EI),,2003,7099022600000
North America (EI),,2004,7188204000000
North America (EI),,2005,7500502400000
North America (EI),,2006,7669137000000
North America (EI),,2007,8365449000000
North America (EI),,2008,8654385000000
North America (EI),,2009,9369491000000
North America (EI),,2010,10492745000000
North America (EI),,2011,11243947000000
North America (EI),,2012,10612773000000
North America (EI),,2013,11446914000000
North America (EI),,2014,12210579000000
North America (EI),,2015,10653111000000
North America (EI),,2016,10928275000000
North America (EI),,2017,14057020000000
North America (EI),,2018,14965021000000
North America (EI),,2019,14790842000000
North America (EI),,2020,15150732000000
Norway,NOR,1980,385090000000
Norway,NOR,1981,369210000000
Norway,NOR,1982,342412500000
Norway,NOR,1983,403947500000
Norway,NOR,1984,377150000000
Norway,NOR,1985,541309470000
Norway,NOR,1986,449404000000
Norway,NOR,1987,1237548300000
Norway,NOR,1988,1719010000000
Norway,NOR,1989,1717025000000
Norway,NOR,1990,1667499300000
Norway,NOR,1991,1264147200000
Norway,NOR,1992,1370444000000
Norway,NOR,1993,1344639000000
Norway,NOR,1994,1335706500000
Norway,NOR,1995,1342058500000
Norway,NOR,1996,1468899900000
Norway,NOR,1997,1164202500000
Norway,NOR,1998,1163210000000
Norway,NOR,1999,1237647500000
Norway,NOR,2000,1249557500000
Norway,NOR,2001,2172582400000
Norway,NOR,2002,2101122600000
Norway,NOR,2003,2442542400000
Norway,NOR,2004,2368104800000
Norway,NOR,2005,2340315200000
Norway,NOR,2006,2284735000000
Norway,NOR,2007,2295652400000
Norway,NOR,2008,2198387400000
Norway,NOR,2009,2030654800000
Norway,NOR,2010,2026685000000
Norway,NOR,2011,2054475100000
Norway,NOR,2012,2074325000000
Norway,NOR,2013,2033632500000
Norway,NOR,2014,1907585000000
Norway,NOR,2015,1842973200000
Norway,NOR,2016,1750174500000
Norway,NOR,2017,1716171400000
Norway,NOR,2018,1609309000000
Norway,NOR,2019,1532678000000
Norway,NOR,2020,1429180100000
OECD (EI),,1980,14069099000000
OECD (EI),,1981,14561937000000
OECD (EI),,1982,14602667000000
OECD (EI),,1983,14891013000000
OECD (EI),,1984,14988664000000
OECD (EI),,1985,14906906000000
OECD (EI),,1986,14915610000000
OECD (EI),,1987,15601383000000
OECD (EI),,1988,15449060000000
OECD (EI),,1989,15348749000000
OECD (EI),,1990,15327465000000
OECD (EI),,1991,14793492000000
OECD (EI),,1992,14913327000000
OECD (EI),,1993,14340226000000
OECD (EI),,1994,14229362000000
OECD (EI),,1995,14235307000000
OECD (EI),,1996,14377755000000
OECD (EI),,1997,14039659000000
OECD (EI),,1998,13240033000000
OECD (EI),,1999,13356072000000
OECD (EI),,2000,13602136000000
OECD (EI),,2001,14925693000000
OECD (EI),,2002,14329339000000
OECD (EI),,2003,14336103000000
OECD (EI),,2004,14180591000000
OECD (EI),,2005,14346893000000
OECD (EI),,2006,14313316000000
OECD (EI),,2007,14774280000000
OECD (EI),,2008,15771628000000
OECD (EI),,2009,16338629000000
OECD (EI),,2010,17581646000000
OECD (EI),,2011,18228198000000
OECD (EI),,2012,17361057000000
OECD (EI),,2013,18076693000000
OECD (EI),,2014,18109860000000
OECD (EI),,2015,16460905000000
OECD (EI),,2016,16502461000000
OECD (EI),,2017,19853970000000
OECD (EI),,2018,20173543000000
OECD (EI),,2019,20006327000000
OECD (EI),,2020,20279693000000
Oceania,,1980,141335990000
Oceania,,1981,356382000000
Oceania,,1982,499980000000
Oceania,,1983,490620000000
Oceania,,1984,537419970000
Oceania,,1985,553129000000
Oceania,,1986,703859650000
Oceania,,1987,834405800000
Oceania,,1988,806611900000
Oceania,,1989,746439440000
Oceania,,1990,724701600000
Oceania,,1991,743751940000
Oceania,,1992,787649900000
Oceania,,1993,777492900000
Oceania,,1994,1010675400000
Oceania,,1995,988835500000
Oceania,,1996,1063715340000
Oceania,,1997,1168235400000
Oceania,,1998,1554335400000
Oceania,,1999,1554335400000
Oceania,,2000,1721255500000
Oceania,,2001,2083176300000
Oceania,,2002,1974600900000
Oceania,,2003,1860288900000
Oceania,,2004,1814124600000
Oceania,,2005,1838157400000
Oceania,,2006,1854177700000
Oceania,,2007,1790346900000
Oceania,,2008,2745185300000
Oceania,,2009,2903036000000
Oceania,,2010,3009105000000
Oceania,,2011,2964114000000
Oceania,,2012,2968581300000
Oceania,,2013,2969374300000
Oceania,,2014,2531719600000
Oceania,,2015,2525555900000
Oceania,,2016,2592079000000
Oceania,,2017,2581681000000
Oceania,,2018,2571843000000
Oceania,,2019,2565614900000
Oceania,,2020,2552740200000
Oman,OMN,1980,78975000000
Oman,OMN,1981,76050000000
Oman,OMN,1982,80925000000
Oman,OMN,1983,160874990000
Oman,OMN,1984,209625000000
Oman,OMN,1985,212550000000
Oman,OMN,1986,223275000000
Oman,OMN,1987,265200000000
Oman,OMN,1988,275925000000
Oman,OMN,1989,272025000000
Oman,OMN,1990,273000000000
Oman,OMN,1991,90674995000
Oman,OMN,1992,146249990000
Oman,OMN,1993,195000000000
Oman,OMN,1994,249600000000
Oman,OMN,1995,441675000000
Oman,OMN,1996,601575000000
Oman,OMN,1997,528450000000
Oman,OMN,1998,553800000000
Oman,OMN,1999,782275000000
Oman,OMN,2000,809607500000
Oman,OMN,2001,891605000000
Oman,OMN,2002,891605000000
Oman,OMN,2003,933075000000
Oman,OMN,2004,937787460000
Oman,OMN,2005,937787460000
Oman,OMN,2006,923650000000
Oman,OMN,2007,923650000000
Oman,OMN,2008,926250000000
Oman,OMN,2009,498805870000
Oman,OMN,2010,490265870000
Oman,OMN,2011,485194300000
Oman,OMN,2012,475591400000
Oman,OMN,2013,664813800000
Oman,OMN,2014,664462500000
Oman,OMN,2015,664462500000
Oman,OMN,2016,664462500000
Oman,OMN,2017,664462500000
Oman,OMN,2018,666347500000
Oman,OMN,2019,666347500000
Oman,OMN,2020,666347500000
Pakistan,PAK,1980,291291900000
Pakistan,PAK,1981,316370000000
Pakistan,PAK,1982,357652430000
Pakistan,PAK,1983,304795520000
Pakistan,PAK,1984,304023860000
Pakistan,PAK,1985,297079140000
Pakistan,PAK,1986,360738950000
Pakistan,PAK,1987,432115120000
Pakistan,PAK,1988,341872500000
Pakistan,PAK,1989,347235400000
Pakistan,PAK,1990,375187800000
Pakistan,PAK,1991,435973320000
Pakistan,PAK,1992,475741750000
Pakistan,PAK,1993,449684900000
Pakistan,PAK,1994,450403170000
Pakistan,PAK,1995,408102240000
Pakistan,PAK,1996,393427320000
Pakistan,PAK,1997,364276400000
Pakistan,PAK,1998,404116730000
Pakistan,PAK,1999,401452040000
Pakistan,PAK,2000,500783800000
Pakistan,PAK,2001,516238000000
Pakistan,PAK,2002,548214080000
Pakistan,PAK,2003,543364940000
Pakistan,PAK,2004,580586800000
Pakistan,PAK,2005,676827760000
Pakistan,PAK,2006,676711240000
Pakistan,PAK,2007,668984100000
Pakistan,PAK,2008,609118700000
Pakistan,PAK,2009,581448760000
Pakistan,PAK,2010,551084560000
Pakistan,PAK,2011,546197240000
Pakistan,PAK,2012,539469900000
Pakistan,PAK,2013,485176020000
Pakistan,PAK,2014,454838600000
Pakistan,PAK,2015,379647030000
Pakistan,PAK,2016,364962700000
Pakistan,PAK,2017,379843150000
Pakistan,PAK,2018,365827060000
Pakistan,PAK,2019,394643080000
Pakistan,PAK,2020,384786330000
Papua New Guinea,PNG,1980,0
Papua New Guinea,PNG,1981,0
Papua New Guinea,PNG,1982,0
Papua New Guinea,PNG,1983,0
Papua New Guinea,PNG,1984,0
Papua New Guinea,PNG,1985,108987970
Papua New Guinea,PNG,1986,299716900
Papua New Guinea,PNG,1987,585810370
Papua New Guinea,PNG,1988,871903740
Papua New Guinea,PNG,1989,1539454800
Papua New Guinea,PNG,1990,1641631100
Papua New Guinea,PNG,1991,2751946200
Papua New Guinea,PNG,1992,2969921800
Papua New Guinea,PNG,1993,3732837400
Papua New Guinea,PNG,1994,2915428000
Papua New Guinea,PNG,1995,2915428000
Papua New Guinea,PNG,1996,2915428000
Papua New Guinea,PNG,1997,2915428000
Papua New Guinea,PNG,1998,2915428000
Papua New Guinea,PNG,1999,2915428000
Papua New Guinea,PNG,2000,2915428000
Papua New Guinea,PNG,2001,2916281600
Papua New Guinea,PNG,2002,2760928300
Papua New Guinea,PNG,2003,2624653600
Papua New Guinea,PNG,2004,2480202000
Papua New Guinea,PNG,2005,2333025300
Papua New Guinea,PNG,2006,2194025000
Papua New Guinea,PNG,2007,2063201000
Papua New Guinea,PNG,2008,1921475300
Papua New Guinea,PNG,2009,149592930000
Papua New Guinea,PNG,2010,149440300000
Papua New Guinea,PNG,2011,149290400000
Papua New Guinea,PNG,2012,149145940000
Papua New Guinea,PNG,2013,148996050000
Papua New Guinea,PNG,2014,145610460000
Papua New Guinea,PNG,2015,135960230000
Papua New Guinea,PNG,2016,202483550000
Papua New Guinea,PNG,2017,192085480000
Papua New Guinea,PNG,2018,182247490000
Papua New Guinea,PNG,2019,176019440000
Papua New Guinea,PNG,2020,163144480000
Peru,PER,1980,31200000000
Peru,PER,1981,31200000000
Peru,PER,1982,26325000000
Peru,PER,1983,25350000000
Peru,PER,1984,24375000000
Peru,PER,1985,26325000000
Peru,PER,1986,53625000000
Peru,PER,1987,331500000000
Peru,PER,1988,331500000000
Peru,PER,1989,331500000000
Peru,PER,1990,330525000000
Peru,PER,1991,334425000000
Peru,PER,1992,317850000000
Peru,PER,1993,323700000000
Peru,PER,1994,331500000000
Peru,PER,1995,195975000000
Peru,PER,1996,195975000000
Peru,PER,1997,193050000000
Peru,PER,1998,240824990000
Peru,PER,1999,240824990000
Peru,PER,2000,240824990000
Peru,PER,2001,240824990000
Peru,PER,2002,240824990000
Peru,PER,2003,240824990000
Peru,PER,2004,316875000000
Peru,PER,2005,321475000000
Peru,PER,2006,319145800000
Peru,PER,2007,322153700000
Peru,PER,2008,327114130000
Peru,PER,2009,327114130000
Peru,PER,2010,339651400000
Peru,PER,2011,346138080000
Peru,PER,2012,419072380000
Peru,PER,2013,410105480000
Peru,PER,2014,398631140000
Peru,PER,2015,383749950000
Peru,PER,2016,438532440000
Peru,PER,2017,350907730000
Peru,PER,2018,289011700000
Peru,PER,2019,275597200000
Peru,PER,2020,261442130000
Poland,POL,1980,76700000000
Poland,POL,1981,73749996000
Poland,POL,1982,71537500000
Poland,POL,1983,69325000000
Poland,POL,1984,67112497000
Poland,POL,1985,70800000000
Poland,POL,1986,121687500000
Poland,POL,1987,120212505000
Poland,POL,1988,126112506000
Poland,POL,1989,120950000000
Poland,POL,1990,117262500000
Poland,POL,1991,112837500000
Poland,POL,1992,116525000000
Poland,POL,1993,114312500000
Poland,POL,1994,114312500000
Poland,POL,1995,112837500000
Poland,POL,1996,109887504000
Poland,POL,1997,114312500000
Poland,POL,1998,103987500000
Poland,POL,1999,107675000000
Poland,POL,2000,87762490000
Poland,POL,2001,84812500000
Poland,POL,2002,85550010000
Poland,POL,2003,81125000000
Poland,POL,2004,80387510000
Poland,POL,2005,78175000000
Poland,POL,2006,83337500000
Poland,POL,2007,77041070000
Poland,POL,2008,77663170000
Poland,POL,2009,81450480000
Poland,POL,2010,80503630000
Poland,POL,2011,78808500000
Poland,POL,2012,75903615000
Poland,POL,2013,72474845000
Poland,POL,2014,69704930000
Poland,POL,2015,66877866000
Poland,POL,2016,65391680000
Poland,POL,2017,63697846000
Poland,POL,2018,72251530000
Poland,POL,2019,72260090000
Poland,POL,2020,72260090000
Qatar,QAT,1980,2898000000000
Qatar,QAT,1981,2929050000000
Qatar,QAT,1982,3255075000000
Qatar,QAT,1983,3519000000000
Qatar,QAT,1984,4429800000000
Qatar,QAT,1985,4595400000000
Qatar,QAT,1986,4595400000000
Qatar,QAT,1987,4595400000000
Qatar,QAT,1988,4782735000000
Qatar,QAT,1989,4781700000000
Qatar,QAT,1990,4776525000000
Qatar,QAT,1991,6652980000000
Qatar,QAT,1992,6947955300000
Qatar,QAT,1993,7317450000000
Qatar,QAT,1994,7317450000000
Qatar,QAT,1995,8797499000000
Qatar,QAT,1996,8797499000000
Qatar,QAT,1997,8797499000000
Qatar,QAT,1998,11281500000000
Qatar,QAT,1999,11547495000000
Qatar,QAT,2000,14948506000000
Qatar,QAT,2001,26685406000000
Qatar,QAT,2002,26685406000000
Qatar,QAT,2003,26230005000000
Qatar,QAT,2004,26248634000000
Qatar,QAT,2005,24995100000000
Qatar,QAT,2006,26436759000000
Qatar,QAT,2007,26356190000000
Qatar,QAT,2008,26252851000000
Qatar,QAT,2009,26207834000000
Qatar,QAT,2010,25923722000000
Qatar,QAT,2011,25923722000000
Qatar,QAT,2012,25758750000000
Qatar,QAT,2013,25541870000000
Qatar,QAT,2014,25386537000000
Qatar,QAT,2015,25149531000000
Qatar,QAT,2016,24915038000000
Qatar,QAT,2017,24696135000000
Qatar,QAT,2018,24680965000000
Qatar,QAT,2019,24665473000000
Qatar,QAT,2020,24665473000000
Romania,ROU,1980,292499980000
Romania,ROU,1981,273000000000
Romania,ROU,1982,248624990000
Romania,ROU,1983,224250000000
Romania,ROU,1984,204750000000
Romania,ROU,1985,263249990000
Romania,ROU,1986,229125000000
Romania,ROU,1987,193050000000
Romania,ROU,1988,160874990000
Romania,ROU,1989,129675000000
Romania,ROU,1990,379275000000
Romania,ROU,1991,354900020000
Romania,ROU,1992,332475000000
Romania,ROU,1993,312000020000
Romania,ROU,1994,292499980000
Romania,ROU,1995,273000000000
Romania,ROU,1996,255450000000
Romania,ROU,1997,239850000000
Romania,ROU,1998,225225000000
Romania,ROU,1999,210600000000
Romania,ROU,2000,196950000000
Romania,ROU,2001,184275000000
Romania,ROU,2002,173550000000
Romania,ROU,2003,160874990000
Romania,ROU,2004,148200000000
Romania,ROU,2005,139424990000
Romania,ROU,2006,126750010000
Romania,ROU,2007,116999995000
Romania,ROU,2008,110174994000
Romania,ROU,2009,109200000000
Romania,ROU,2010,107250000000
Romania,ROU,2011,108712500000
Romania,ROU,2012,116122500000
Romania,ROU,2013,110174994000
Romania,ROU,2014,106275000000
Romania,ROU,2015,100425000000
Romania,ROU,2016,96924750000
Romania,ROU,2017,89592750000
Romania,ROU,2018,84825000000
Romania,ROU,2019,78867750000
Romania,ROU,2020,78867750000
Russia,RUS,1991,33910554000000
Russia,RUS,1992,34729896000000
Russia,RUS,1993,34734013000000
Russia,RUS,1994,34509414000000
Russia,RUS,1995,33704689000000
Russia,RUS,1996,33425327000000
Russia,RUS,1997,33567443000000
Russia,RUS,1998,33364048000000
Russia,RUS,1999,32949848000000
Russia,RUS,2000,33155710000000
Russia,RUS,2001,33361580000000
Russia,RUS,2002,33910554000000
Russia,RUS,2003,33773308000000
Russia,RUS,2004,33636066000000
Russia,RUS,2005,33773308000000
Russia,RUS,2006,33773308000000
Russia,RUS,2007,33910554000000
Russia,RUS,2008,33979174000000
Russia,RUS,2009,34047797000000
Russia,RUS,2010,34116416000000
Russia,RUS,2011,34459525000000
Russia,RUS,2012,34640070000000
Russia,RUS,2013,34943997000000
Russia,RUS,2014,35049060000000
Russia,RUS,2015,34957402000000
Russia,RUS,2016,34833252000000
Russia,RUS,2017,37888234000000
Russia,RUS,2018,37640990000000
Russia,RUS,2019,37556740000000
Russia,RUS,2020,37391524000000
Saudi Arabia,SAU,1980,3024068500000
Saudi Arabia,SAU,1981,3178776000000
Saudi Arabia,SAU,1982,3260561500000
Saudi Arabia,SAU,1983,3366771500000
Saudi Arabia,SAU,1984,3427609300000
Saudi Arabia,SAU,1985,3502650000000
Saudi Arabia,SAU,1986,3819950000000
Saudi Arabia,SAU,1987,3980025100000
Saudi Arabia,SAU,1988,4769000000000
Saudi Arabia,SAU,1989,4957480000000
Saudi Arabia,SAU,1990,4961565000000
Saudi Arabia,SAU,1991,4959570000000
Saudi Arabia,SAU,1992,4986360000000
Saudi Arabia,SAU,1993,4986360000000
Saudi Arabia,SAU,1994,4997000000000
Saudi Arabia,SAU,1995,5267274600000
Saudi Arabia,SAU,1996,5408635000000
Saudi Arabia,SAU,1997,5587900300000
Saudi Arabia,SAU,1998,5764600000000
Saudi Arabia,SAU,1999,5838700000000
Saudi Arabia,SAU,2000,5985949700000
Saudi Arabia,SAU,2001,6132782000000
Saudi Arabia,SAU,2002,6313700000000
Saudi Arabia,SAU,2003,6416300000000
Saudi Arabia,SAU,2004,6419150000000
Saudi Arabia,SAU,2005,6480899600000
Saudi Arabia,SAU,2006,6719350000000
Saudi Arabia,SAU,2007,6939222000000
Saudi Arabia,SAU,2008,7074965000000
Saudi Arabia,SAU,2009,7403157300000
Saudi Arabia,SAU,2010,7505381000000
Saudi Arabia,SAU,2011,7602225000000
Saudi Arabia,SAU,2012,7661407000000
Saudi Arabia,SAU,2013,7758251000000
Saudi Arabia,SAU,2014,7908896000000
Saudi Arabia,SAU,2015,8005740000000
Saudi Arabia,SAU,2016,8035330700000
Saudi Arabia,SAU,2017,5651042400000
Saudi Arabia,SAU,2018,5892756000000
Saudi Arabia,SAU,2019,5984545700000
Saudi Arabia,SAU,2020,6019120400000
South America,,1980,2348217800000
South America,,1981,2511462000000
South America,,1982,2655221400000
South America,,1983,2740031300000
South America,,1984,2842753000000
South America,,1985,2942167700000
South America,,1986,3958110000000
South America,,1987,4466535000000
South America,,1988,4599209000000
South America,,1989,4640384500000
South America,,1990,5100246000000
South America,,1991,5268635600000
South America,,1992,5361237500000
South America,,1993,5370428000000
South America,,1994,5711094300000
South America,,1995,5778805600000
South America,,1996,5788553000000
South America,,1997,5962206300000
South America,,1998,6070611000000
South America,,1999,6114135000000
South America,,2000,6138162600000
South America,,2001,6193823600000
South America,,2002,6125395000000
South America,,2003,6103137500000
South America,,2004,6270089700000
South America,,2005,6168993300000
South America,,2006,6661567700000
South America,,2007,6820130000000
South America,,2008,7012727000000
South America,,2009,7097017700000
South America,,2010,7675775500000
South America,,2011,7700228300000
South America,,2012,7834807000000
South America,,2013,7833587300000
South America,,2014,7842686300000
South America,,2015,7886007700000
South America,,2016,7928275300000
South America,,2017,7767098000000
South America,,2018,7659442400000
South America,,2019,7595692000000
South America,,2020,7554786700000
South and Central America (EI),,1980,2796432000000
South and Central America (EI),,1981,2995751500000
South and Central America (EI),,1982,3129705200000
South and Central America (EI),,1983,3206715300000
South and Central America (EI),,1984,3298454400000
South and Central America (EI),,1985,3398844500000
South and Central America (EI),,1986,4405753500000
South and Central America (EI),,1987,4907353500000
South and Central America (EI),,1988,5030019600000
South and Central America (EI),,1989,5079712700000
South and Central America (EI),,1990,5503242000000
South and Central America (EI),,1991,5655774000000
South and Central America (EI),,1992,5744218300000
South and Central America (EI),,1993,5748277000000
South and Central America (EI),,1994,6141335000000
South and Central America (EI),,1995,6265339000000
South and Central America (EI),,1996,6374278300000
South and Central America (EI),,1997,6606891000000
South and Central America (EI),,1998,6754039000000
South and Central America (EI),,1999,6840720600000
South and Central America (EI),,2000,6799587500000
South and Central America (EI),,2001,6872799000000
South and Central America (EI),,2002,6816070000000
South and Central America (EI),,2003,6691497000000
South and Central America (EI),,2004,6853174000000
South and Central America (EI),,2005,6750128000000
South and Central America (EI),,2006,7192483000000
South and Central America (EI),,2007,7353793000000
South and Central America (EI),,2008,7501179000000
South and Central America (EI),,2009,7558740000000
South and Central America (EI),,2010,8107172000000
South and Central America (EI),,2011,8124745400000
South and Central America (EI),,2012,8254268600000
South and Central America (EI),,2013,8227819400000
South and Central America (EI),,2014,8220196700000
South and Central America (EI),,2015,8262543500000
South and Central America (EI),,2016,8278969000000
South and Central America (EI),,2017,8130226300000
South and Central America (EI),,2018,7985925500000
South and Central America (EI),,2019,7938560000000
South and Central America (EI),,2020,7897476500000
Syria,SYR,1980,87750000000
Syria,SYR,1981,87750000000
Syria,SYR,1982,100425000000
Syria,SYR,1983,101400000000
Syria,SYR,1984,101400000000
Syria,SYR,1985,120899990000
Syria,SYR,1986,138450000000
Syria,SYR,1987,121875005000
Syria,SYR,1988,110174994000
Syria,SYR,1989,153074990000
Syria,SYR,1990,177450010000
Syria,SYR,1991,195000000000
Syria,SYR,1992,195000000000
Syria,SYR,1993,221325000000
Syria,SYR,1994,229125000000
Syria,SYR,1995,229125000000
Syria,SYR,1996,229125000000
Syria,SYR,1997,232050000000
Syria,SYR,1998,232050000000
Syria,SYR,1999,234974990000
Syria,SYR,2000,234974990000
Syria,SYR,2001,234974990000
Syria,SYR,2002,243750010000
Syria,SYR,2003,282750000000
Syria,SYR,2004,282750000000
Syria,SYR,2005,277875000000
Syria,SYR,2006,273000000000
Syria,SYR,2007,268125000000
Syria,SYR,2008,263249990000
Syria,SYR,2009,268612500000
Syria,SYR,2010,268612500000
Syria,SYR,2011,277875000000
Syria,SYR,2012,268612500000
Syria,SYR,2013,277875000000
Syria,SYR,2014,268612500000
Syria,SYR,2015,268612500000
Syria,SYR,2016,268612500000
Syria,SYR,2017,268612500000
Syria,SYR,2018,268612500000
Syria,SYR,2019,268612500000
Syria,SYR,2020,268612500000
Thailand,THA,1980,284700020000
Thailand,THA,1981,391950000000
Thailand,THA,1982,341250000000
Thailand,THA,1983,163800000000
Thailand,THA,1984,204750000000
Thailand,THA,1985,212550000000
Thailand,THA,1986,198899990000
Thailand,THA,1987,179400000000
Thailand,THA,1988,190125000000
Thailand,THA,1989,223275000000
Thailand,THA,1990,218400000000
Thailand,THA,1991,239850000000
Thailand,THA,1992,225225000000
Thailand,THA,1993,176475000000
Thailand,THA,1994,170625000000
Thailand,THA,1995,171600000000
Thailand,THA,1996,191100000000
Thailand,THA,1997,199875000000
Thailand,THA,1998,409500000000
Thailand,THA,1999,336375000000
Thailand,THA,2000,351000000000
Thailand,THA,2001,368550000000
Thailand,THA,2002,429975000000
Thailand,THA,2003,407550000000
Thailand,THA,2004,345150000000
Thailand,THA,2005,296400000000
Thailand,THA,2006,322725000000
Thailand,THA,2007,328239580000
Thailand,THA,2008,351685280000
Thailand,THA,2009,323257400000
Thailand,THA,2010,310069200000
Thailand,THA,2011,294858820000
Thailand,THA,2012,264904590000
Thailand,THA,2013,246612560000
Thailand,THA,2014,227180200000
Thailand,THA,2015,214063800000
Thailand,THA,2016,200169010000
Thailand,THA,2017,187862070000
Thailand,THA,2018,177540400000
Thailand,THA,2019,143084030000
Thailand,THA,2020,143084030000
Trinidad and Tobago,TTO,1980,289575000000
Trinidad and Tobago,TTO,1981,331500000000
Trinidad and Tobago,TTO,1982,325650000000
Trinidad and Tobago,TTO,1983,309075000000
Trinidad and Tobago,TTO,1984,303225000000
Trinidad and Tobago,TTO,1985,309075000000
Trinidad and Tobago,TTO,1986,301275020000
Trinidad and Tobago,TTO,1987,295424980000
Trinidad and Tobago,TTO,1988,286650000000
Trinidad and Tobago,TTO,1989,278849980000
Trinidad and Tobago,TTO,1990,245700000000
Trinidad and Tobago,TTO,1991,232050000000
Trinidad and Tobago,TTO,1992,227174990000
Trinidad and Tobago,TTO,1993,224250000000
Trinidad and Tobago,TTO,1994,278849980000
Trinidad and Tobago,TTO,1995,340275000000
Trinidad and Tobago,TTO,1996,444600000000
Trinidad and Tobago,TTO,1997,504075000000
Trinidad and Tobago,TTO,1998,546000000000
Trinidad and Tobago,TTO,1999,589875000000
Trinidad and Tobago,TTO,2000,543075000000
Trinidad and Tobago,TTO,2001,561600000000
Trinidad and Tobago,TTO,2002,574275000000
Trinidad and Tobago,TTO,2003,518700000000
Trinidad and Tobago,TTO,2004,518700000000
Trinidad and Tobago,TTO,2005,516750000000
Trinidad and Tobago,TTO,2006,467999980000
