DATAFLOW,LAST UPDATE,freq,product,currency,unit,indic_en,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Poland,2023,0.1769,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Poland,2024,0.2112,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Portugal,2013,0.2081,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Portugal,2014,0.2175,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Portugal,2015,0.2279,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Portugal,2016,0.235,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Portugal,2017,0.2284,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Portugal,2018,0.2246,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Portugal,2019,0.2150,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Portugal,2020,0.2120,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Portugal,2021,0.2089,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Portugal,2022,0.2199,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Portugal,2023,0.2071,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Portugal,2024,0.2426,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Romania,2013,0.1323,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Romania,2014,0.129,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Romania,2015,0.1303,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Romania,2016,0.126,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Romania,2017,0.1198,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Romania,2018,0.1333,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Romania,2019,0.1358,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Romania,2020,0.1459,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Romania,2021,0.1536,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Romania,2022,0.2362,d,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Romania,2023,0.1892,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Romania,2024,0.1883,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Serbia,2013,0.0564,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Serbia,2014,0.0607,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Serbia,2015,0.0575,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Serbia,2016,0.0641,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Serbia,2017,0.0664,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Serbia,2018,0.0705,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Serbia,2019,0.0706,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Serbia,2020,0.0738,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Serbia,2021,0.0791,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Serbia,2022,0.0808,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Serbia,2023,0.0964,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Serbia,2024,0.1082,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Sweden,2013,0.2101,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Sweden,2014,0.1967,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Sweden,2015,0.1872,e,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Sweden,2016,0.1915,e,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Sweden,2017,0.1955,e,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Sweden,2018,0.1910,e,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Sweden,2019,0.2033,e,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Sweden,2020,0.1914,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Sweden,2021,0.2114,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Sweden,2022,0.2278,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Sweden,2023,0.2662,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Sweden,2024,0.2434,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovenia,2013,0.161,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovenia,2014,0.163,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovenia,2015,0.1589,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovenia,2016,0.1618,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovenia,2017,0.1609,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovenia,2018,0.1613,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovenia,2019,0.1634,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovenia,2020,0.1448,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovenia,2021,0.1662,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovenia,2022,0.1390,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovenia,2023,0.1917,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovenia,2024,0.2084,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovakia,2013,0.1698,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovakia,2014,0.1507,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovakia,2015,0.1506,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovakia,2016,0.1423,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovakia,2017,0.1435,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovakia,2018,0.1566,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovakia,2019,0.1577,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovakia,2020,0.1686,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovakia,2021,0.1668,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovakia,2022,0.1796,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovakia,2023,0.1892,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Slovakia,2024,0.1806,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Türkiye,2013,0.1495,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Türkiye,2014,0.1192,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Türkiye,2015,0.136,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Türkiye,2016,0.1267,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Türkiye,2017,0.1048,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Türkiye,2018,0.0904,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Türkiye,2019,0.0847,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Türkiye,2020,0.0995,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Türkiye,2021,0.0834,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Türkiye,2022,0.0866,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Türkiye,2023,0.0842,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Türkiye,2024,0.0488,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Ukraine,2016,0.0249,p,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Ukraine,2017,0.0393,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Ukraine,2018,0.0410,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Ukraine,2019,0.0442,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Ukraine,2020,0.0466,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Ukraine,2021,0.0485,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,United Kingdom,2013,0.1741,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,United Kingdom,2014,0.1918,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,United Kingdom,2015,0.2125,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,United Kingdom,2016,0.1951,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,United Kingdom,2017,0.1766,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,United Kingdom,2018,0.1887,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,United Kingdom,2019,0.2122,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,United Kingdom,2020,0.2203,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Kosovo*,2013,0.0564,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Kosovo*,2014,0.0552,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Kosovo*,2015,0.0625,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Kosovo*,2016,0.059,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Kosovo*,2017,0.0662,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Kosovo*,2018,0.0633,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Kosovo*,2019,0.0600,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Kosovo*,2020,0.0605,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Kosovo*,2021,0.0605,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Kosovo*,2022,0.0611,e,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Kosovo*,2023,0.0671,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,Medium size households,Kosovo*,2024,0.0736,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Albania,2019,0.1040,e,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Albania,2020,0.1037,e,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Albania,2021,0.1039,e,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Albania,2022,0.1057,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Albania,2023,0.1135,e,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Albania,2024,0.1252,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Austria,2013,0.0872,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Austria,2014,0.0827,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Austria,2015,0.0731,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Austria,2016,0.0703,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Austria,2017,0.0621,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Austria,2018,0.0704,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Austria,2019,0.0805,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Austria,2020,0.0877,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Austria,2021,0.0884,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Austria,2022,0.1437,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Austria,2023,0.2554,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Austria,2024,0.1955,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bosnia and Herzegovina,2013,0.0653,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bosnia and Herzegovina,2014,0.0652,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bosnia and Herzegovina,2015,0.0625,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bosnia and Herzegovina,2016,0.0612,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bosnia and Herzegovina,2017,0.0581,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bosnia and Herzegovina,2018,0.0643,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bosnia and Herzegovina,2019,0.0647,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bosnia and Herzegovina,2020,0.0708,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bosnia and Herzegovina,2021,0.0719,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bosnia and Herzegovina,2022,0.0714,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bosnia and Herzegovina,2023,0.0905,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bosnia and Herzegovina,2024,0.0951,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Belgium,2013,0.0914,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Belgium,2014,0.0916,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Belgium,2015,0.0898,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Belgium,2016,0.085,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Belgium,2017,0.0816,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Belgium,2018,0.0765,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Belgium,2019,0.0807,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Belgium,2020,0.0795,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Belgium,2021,0.0810,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Belgium,2022,0.1519,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Belgium,2023,0.1950,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Belgium,2024,0.1392,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bulgaria,2013,0.0803,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bulgaria,2014,0.0736,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bulgaria,2015,0.0682,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bulgaria,2016,0.0992,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bulgaria,2017,0.0753,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bulgaria,2018,0.0800,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bulgaria,2019,0.0877,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bulgaria,2020,0.0805,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bulgaria,2021,0.0842,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bulgaria,2022,0.2372,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bulgaria,2023,0.1601,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Bulgaria,2024,0.1119,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Cyprus,2013,0.2002,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Cyprus,2014,0.1672,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Cyprus,2015,0.1316,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Cyprus,2016,0.0954,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Cyprus,2017,0.1275,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Cyprus,2018,0.1241,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Cyprus,2019,0.1291,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Cyprus,2020,0.1178,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Cyprus,2021,0.1091,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Cyprus,2022,0.1722,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Cyprus,2023,0.1921,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Cyprus,2024,0.1824,,
ESTAT:TEN00117(1.0),20/01/25 23:00:00,Annual,Electrical energy,Euro,Kilowatt-hour,"Non-household, medium size consumers",Czechia,2013,0.1012,,
