Entity,Code,Year,Electricity from wind - TWh,Electricity from hydro - TWh,Electricity from solar - TWh,Other renewables including bioenergy - TWh
Middle East (EI),,1990,0.001,15.273264,0,0
Middle East (EI),,1991,0.001,11.009184,0,0
Middle East (EI),,1992,0.001,17.827066,0,0
Middle East (EI),,1993,0.001,20.046732,0,0
Middle East (EI),,1994,0.001,16.54976,0,0
Middle East (EI),,1995,0.001,18.652706,0,0
Middle East (EI),,1996,0.001,18.698376,0,0
Middle East (EI),,1997,0.003,15.927055,0,0
Middle East (EI),,1998,0.003,17.21056,0,0
Middle East (EI),,1999,0.038,11.80105,0,0
Middle East (EI),,2000,0.0395,10.722177,0,0.003
Middle East (EI),,2001,0.0467,11.617796,0,0.005
Middle East (EI),,2002,0.0443,16.823881,0,0.005
Middle East (EI),,2003,0.0426,18.484583,0,0.006
Middle East (EI),,2004,0.0614,23.082361,0,0.006
Middle East (EI),,2005,0.086,23.918102,0,0.005
Middle East (EI),,2006,0.1394,28.254223,0.0001,0.006
Middle East (EI),,2007,0.155,26.705812,0.0001,0.01
Middle East (EI),,2008,0.2101,13.690433,0.003509,0.016
Middle East (EI),,2009,0.2405,12.116322,0.034263,0.0507
Middle East (EI),,2010,0.1823,17.390324,0.0977515,0.0802
Middle East (EI),,2011,0.2243,18.255754,0.226665,0.112541
Middle East (EI),,2012,0.2953,21.407372,0.4309066,0.114141
Middle East (EI),,2013,0.235789,23.509758,0.682171,0.14478
Middle East (EI),,2014,0.255078,19.94348,1.3069485,0.214014
Middle East (EI),,2015,0.280489,16.767385,1.828732,0.210035
Middle East (EI),,2016,0.58532,20.17076,2.84586,0.270676
Middle East (EI),,2017,0.812532,20.639414,3.854348,0.282326
Middle East (EI),,2018,1.5064008,12.803039,5.9049883,0.295606
Middle East (EI),,2019,1.6785904,40.587723,10.99805,0.275613
Middle East (EI),,2020,2.6841986,29.202011,14.452554,0.299236
Middle East (EI),,2021,2.931486,18.639277,19.066557,0.28335583
Middle East (EI),,2022,4.79073,18.151236,23.728123,0.29949194
Middle East (EI),,2023,5.10165,27.58026,35.907383,0.3199089
Middle East (EI),,1965,,2.345857,,
Middle East (EI),,1966,,2.5461166,,
Middle East (EI),,1967,,2.8287957,,
Middle East (EI),,1968,,3.0811522,,
Middle East (EI),,1969,,3.3959281,,
Middle East (EI),,1970,,3.57964,,
Middle East (Ember),,2000,0.04,8.13,0,0.03
Middle East (Ember),,2001,0.04,8.53,0,0.03
Middle East (Ember),,2002,0.04,11.72,0,0.03
Middle East (Ember),,2003,0.04,14.2,0,0.04
Middle East (Ember),,2004,0.06,17.79,0,0.04
Middle East (Ember),,2005,0.08,25.9,0,0.03
Middle East (Ember),,2006,0.14,29.3,0,0.04
Middle East (Ember),,2007,0.15,27.83,0,0.04
Middle East (Ember),,2008,0.21,14.24,0,0.05
Middle East (Ember),,2009,0.24,12.52,0.03,0.08
Middle East (Ember),,2010,0.18,18.53,0.09,0.11
Middle East (Ember),,2011,0.22,17.96,0.22,0.13
Middle East (Ember),,2012,0.29,20.94,0.42,0.15
Middle East (Ember),,2013,0.24,23.72,0.67,0.18
Middle East (Ember),,2014,0.23,20.03,1.34,0.25
Middle East (Ember),,2015,0.29,16.75,1.75,0.25
Middle East (Ember),,2016,0.62,20.14,2.67,0.28
Middle East (Ember),,2017,0.99,20.61,3.74,0.18
Middle East (Ember),,2018,1.69,12.77,5.33,0.2
Middle East (Ember),,2019,1.85,40.56,10.46,0.2
Middle East (Ember),,2020,2.76,29.2,13.93,0.2
Middle East (Ember),,2021,2.96,19.63,17.95,0.22
Middle East (Ember),,2022,3.09,11.5,20.87,0.23
Middle East (Ember),,2023,3.09,18,20.87,0.23
Moldova,MDA,2000,0,0.39,0,0
Moldova,MDA,2001,0,0.36,0,0
Moldova,MDA,2002,0,0.35,0,0
Moldova,MDA,2003,0,0.36,0,0
Moldova,MDA,2004,0,0.35,0,0
Moldova,MDA,2005,0,0.36,0,0
Moldova,MDA,2006,0,0.37,0,0
Moldova,MDA,2007,0,0.35,0,0
Moldova,MDA,2008,0,0.38,0,0
Moldova,MDA,2009,0,0.35,0,0
Moldova,MDA,2010,0,0.4,0,0
Moldova,MDA,2011,0,0.35,0,0
Moldova,MDA,2012,0,0.27,0,0
Moldova,MDA,2013,0,0.31,0,0
Moldova,MDA,2014,0,0.32,0,0.01
Moldova,MDA,2015,0,0.26,0,0.01
Moldova,MDA,2016,0,0.23,0,0.01
Moldova,MDA,2017,0.01,0.28,0,0.02
Moldova,MDA,2018,0.02,0.27,0,0.03
Moldova,MDA,2019,0.04,0.3,0,0.03
Moldova,MDA,2020,0.05,0.28,0,0.03
Moldova,MDA,2021,0.08,0.32,0.01,0.03
Moldova,MDA,2022,0.14,0.29,0.03,0.03
Moldova,MDA,2023,0.17,0.34,0.03,0.03
Mongolia,MNG,2000,0,0,0,0
Mongolia,MNG,2001,0,0,0,0
Mongolia,MNG,2002,0,0,0,0
Mongolia,MNG,2003,0,0,0,0
Mongolia,MNG,2004,0,0,0,0
Mongolia,MNG,2005,0,0,0,0
Mongolia,MNG,2006,0,0,0,0
Mongolia,MNG,2007,0,0,0,0
Mongolia,MNG,2008,0,0,0.01,0
Mongolia,MNG,2009,0,0.02,0.01,0
Mongolia,MNG,2010,0,0.04,0.01,0
Mongolia,MNG,2011,0,0.05,0.01,0
Mongolia,MNG,2012,0,0.05,0.01,0
Mongolia,MNG,2013,0.05,0.06,0.01,0
Mongolia,MNG,2014,0.13,0.07,0.01,0
Mongolia,MNG,2015,0.15,0.06,0.01,0
Mongolia,MNG,2016,0.15,0.09,0.01,0
Mongolia,MNG,2017,0.14,0.08,0.03,0
Mongolia,MNG,2018,0.3,0.08,0.06,0
Mongolia,MNG,2019,0.48,0.09,0.12,0
Mongolia,MNG,2020,0.48,0.08,0.12,0
Mongolia,MNG,2021,0.58,0.08,0.17,0
Mongolia,MNG,2022,0.61,0.08,0.17,0
Mongolia,MNG,2023,0.62,0.08,0.17,0
Montenegro,MNE,2000,0,,,
Montenegro,MNE,2001,0,,,
Montenegro,MNE,2002,0,,,
Montenegro,MNE,2003,0,,,
Montenegro,MNE,2004,0,,,
Montenegro,MNE,2005,0,1.87,0,0
Montenegro,MNE,2006,0,1.75,0,0
Montenegro,MNE,2007,0,1.28,0,0
Montenegro,MNE,2008,0,1.54,0,0
Montenegro,MNE,2009,0,2.07,0,0
Montenegro,MNE,2010,0,2.75,0,0
Montenegro,MNE,2011,0,1.2,0,0
Montenegro,MNE,2012,0,1.48,0,0
Montenegro,MNE,2013,0,2.5,0,0
Montenegro,MNE,2014,0,1.75,0,0
Montenegro,MNE,2015,0,1.49,0,0
Montenegro,MNE,2016,0,1.84,0,0
Montenegro,MNE,2017,0.1,1.02,0,0
Montenegro,MNE,2018,0.14,2.11,0,0
Montenegro,MNE,2019,0.3,1.63,0,0
Montenegro,MNE,2020,0.32,1.45,0,0
Montenegro,MNE,2021,0.32,2.01,0,0
Montenegro,MNE,2022,0.31,1.45,0,0
Montenegro,MNE,2023,0.33,2.14,0,0
Montserrat,MSR,2000,0,0,0,0
Montserrat,MSR,2001,0,0,0,0
Montserrat,MSR,2002,0,0,0,0
Montserrat,MSR,2003,0,0,0,0
Montserrat,MSR,2004,0,0,0,0
Montserrat,MSR,2005,0,0,0,0
Montserrat,MSR,2006,0,0,0,0
Montserrat,MSR,2007,0,0,0,0
Montserrat,MSR,2008,0,0,0,0
Montserrat,MSR,2009,0,0,0,0
Montserrat,MSR,2010,0,0,0,0
Montserrat,MSR,2011,0,0,0,0
Montserrat,MSR,2012,0,0,0,0
Montserrat,MSR,2013,0,0,0,0
Montserrat,MSR,2014,0,0,0,0
Montserrat,MSR,2015,0,0,0,0
Montserrat,MSR,2016,0,0,0,0
Montserrat,MSR,2017,0,0,0,0
Montserrat,MSR,2018,0,0,0,0
Montserrat,MSR,2019,0,0,0,0
Montserrat,MSR,2020,0,0,0,0
Montserrat,MSR,2021,0,0,0,0
Montserrat,MSR,2022,0,0,0,0
Morocco,MAR,1965,0,1.213,,
Morocco,MAR,1966,0,1.054,,
Morocco,MAR,1967,0,0.932,,
Morocco,MAR,1968,0,1.058,,
Morocco,MAR,1969,0,1.368,,
Morocco,MAR,1970,0,1.346,,
Morocco,MAR,1971,0,1.52,0,0
Morocco,MAR,1972,0,1.596,0,0
Morocco,MAR,1973,0,1.192,0,0
Morocco,MAR,1974,0,1.337,0,0
Morocco,MAR,1975,0,1.016,0,0
Morocco,MAR,1976,0,0.998,0,0
Morocco,MAR,1977,0,1.365,0,0
Morocco,MAR,1978,0,1.416,0,0
Morocco,MAR,1979,0,1.582,0,0
Morocco,MAR,1980,0,1.515,0,0
Morocco,MAR,1981,0,1.024,0,0
Morocco,MAR,1982,0,0.572,0,0
Morocco,MAR,1983,0,0.481,0,0
Morocco,MAR,1984,0,0.366,0,0
Morocco,MAR,1985,0,0.486,0,0
Morocco,MAR,1986,0,0.643,0,0
Morocco,MAR,1987,0,0.825,0,0
Morocco,MAR,1988,0,0.936,0,0
Morocco,MAR,1989,0,1.157,0,0
Morocco,MAR,1990,0,1.22,0,0
Morocco,MAR,1991,0,1.226,0,0
Morocco,MAR,1992,0,0.964,0,0
Morocco,MAR,1993,0,0.443,0,0
Morocco,MAR,1994,0,0.84,0,0
Morocco,MAR,1995,0,0.611,0,0
Morocco,MAR,1996,0,1.957,0,0
Morocco,MAR,1997,0,2.083,0,0
Morocco,MAR,1998,0,1.777,0,0
Morocco,MAR,1999,0,0.825,0,0
Morocco,MAR,2000,0.06,0.71,0,0
Morocco,MAR,2001,0.21,0.86,0,0
Morocco,MAR,2002,0.19,0.84,0,0
Morocco,MAR,2003,0.2,1.44,0,0
Morocco,MAR,2004,0.2,1.59,0,0
Morocco,MAR,2005,0.21,1.43,0,0
Morocco,MAR,2006,0.18,1.6,0,0
Morocco,MAR,2007,0.28,1.33,0,0
Morocco,MAR,2008,0.3,1.37,0,0
Morocco,MAR,2009,0.39,2.95,0,0
Morocco,MAR,2010,0.66,3.63,0,0
Morocco,MAR,2011,0.69,2.14,0,0
Morocco,MAR,2012,0.73,1.82,0,0
Morocco,MAR,2013,1.36,2.99,0,0
Morocco,MAR,2014,1.92,2.03,0,0.01
Morocco,MAR,2015,2.52,2.28,0,0.01
Morocco,MAR,2016,3.02,1.66,0.4,0.01
Morocco,MAR,2017,3.04,1.57,0.41,0.04
Morocco,MAR,2018,3.86,2,0.95,0.04
Morocco,MAR,2019,4.72,1.65,1.58,0.04
Morocco,MAR,2020,4.59,1.29,1.52,0.04
Morocco,MAR,2021,5.11,1.21,1.82,0.04
Morocco,MAR,2022,5.36,0.68,1.45,0.04
Morocco,MAR,2023,6.26,0.56,2.05,0.04
Mozambique,MOZ,2000,0,9.56,0,0
Mozambique,MOZ,2001,0,11.72,0,0
Mozambique,MOZ,2002,0,12.55,0,0
Mozambique,MOZ,2003,0,10.76,0,0
Mozambique,MOZ,2004,0,11.55,0,0
Mozambique,MOZ,2005,0,13.13,0,0
Mozambique,MOZ,2006,0,14.57,0,0
Mozambique,MOZ,2007,0,15.9,0,0
Mozambique,MOZ,2008,0,14.96,0,0
Mozambique,MOZ,2009,0,16.78,0,0
Mozambique,MOZ,2010,0,16.65,0,0
Mozambique,MOZ,2011,0,16.48,0,0
Mozambique,MOZ,2012,0,14.86,0,0
Mozambique,MOZ,2013,0,14.66,0,0
Mozambique,MOZ,2014,0,16.18,0,0
Mozambique,MOZ,2015,0,17.09,0,0
Mozambique,MOZ,2016,0,15.6,0,0
Mozambique,MOZ,2017,0,14.06,0,0.14
Mozambique,MOZ,2018,0,13.9,0,0.12
Mozambique,MOZ,2019,0,14.93,0.03,0.11
Mozambique,MOZ,2020,0,15.7,0.07,0.11
Mozambique,MOZ,2021,0,15.47,0.07,0.11
Mozambique,MOZ,2022,0,15.49,0.07,0.11
Myanmar,MMR,2000,0,1.87,0,0
Myanmar,MMR,2001,0,1.8,0,0
Myanmar,MMR,2002,0,2.11,0,0
Myanmar,MMR,2003,0,2.08,0,0
Myanmar,MMR,2004,0,2.41,0,0
Myanmar,MMR,2005,0,3,0,0
Myanmar,MMR,2006,0,3.33,0,0
Myanmar,MMR,2007,0,3.62,0,0
Myanmar,MMR,2008,0,4.07,0,0
Myanmar,MMR,2009,0,5.26,0,0
Myanmar,MMR,2010,0,6.19,0,0
Myanmar,MMR,2011,0,7.52,0,0
Myanmar,MMR,2012,0,7.77,0,0.19
Myanmar,MMR,2013,0,8.82,0.01,0.21
Myanmar,MMR,2014,0,8.83,0.01,0.22
Myanmar,MMR,2015,0,9.4,0.03,0.21
Myanmar,MMR,2016,0,9.74,0.05,0.21
Myanmar,MMR,2017,0,10.93,0.06,0.23
Myanmar,MMR,2018,0,12.27,0.07,0.25
Myanmar,MMR,2019,0,10.52,0.09,0.26
Myanmar,MMR,2020,0,8.8,0.08,0.26
Myanmar,MMR,2021,0,9.51,0.1,0.26
Myanmar,MMR,2022,0,9.7,0.1,0.27
Myanmar,MMR,2023,0,10.05,0.3,0.27
Namibia,NAM,2000,0,1.4,0,0
Namibia,NAM,2001,0,1.21,0,0
Namibia,NAM,2002,0,1.42,0,0
Namibia,NAM,2003,0,1.42,0,0
Namibia,NAM,2004,0,1.37,0,0
Namibia,NAM,2005,0,1.66,0,0
Namibia,NAM,2006,0,1.51,0,0
Namibia,NAM,2007,0,1.54,0,0
Namibia,NAM,2008,0,1.39,0,0
Namibia,NAM,2009,0,1.41,0.01,0
Namibia,NAM,2010,0,1.25,0.01,0
Namibia,NAM,2011,0,1.4,0.01,0
Namibia,NAM,2012,0,1.61,0.01,0
Namibia,NAM,2013,0,1.27,0.02,0
Namibia,NAM,2014,0,1.49,0.03,0
Namibia,NAM,2015,0,1.5,0.04,0
Namibia,NAM,2016,0,1.36,0.06,0
Namibia,NAM,2017,0,1.59,0.11,0
Namibia,NAM,2018,0.02,1.14,0.23,0
Namibia,NAM,2019,0.02,0.95,0.36,0
Namibia,NAM,2020,0.02,1.5,0.41,0
Namibia,NAM,2021,0.02,0.97,0.48,0
Namibia,NAM,2022,0.02,0.78,0.5,0
Nauru,NRU,2000,0,0,0,0
Nauru,NRU,2001,0,0,0,0
Nauru,NRU,2002,0,0,0,0
Nauru,NRU,2003,0,0,0,0
Nauru,NRU,2004,0,0,0,0
Nauru,NRU,2005,0,0,0,0
Nauru,NRU,2006,0,0,0,0
Nauru,NRU,2007,0,0,0,0
Nauru,NRU,2008,0,0,0,0
Nauru,NRU,2009,0,0,0,0
Nauru,NRU,2010,0,0,0,0
Nauru,NRU,2011,0,0,0,0
Nauru,NRU,2012,0,0,0,0
Nauru,NRU,2013,0,0,0,0
Nauru,NRU,2014,0,0,0,0
Nauru,NRU,2015,0,0,0,0
Nauru,NRU,2016,0,0,0,0
Nauru,NRU,2017,0,0,0,0
Nauru,NRU,2018,0,0,0,0
Nauru,NRU,2019,0,0,0,0
Nauru,NRU,2020,0,0,0,0
Nauru,NRU,2021,0,0,0,0
Nauru,NRU,2022,0,0,0,0
Nepal,NPL,2000,0,1.62,0,0
Nepal,NPL,2001,0,1.83,0,0
Nepal,NPL,2002,0,2.1,0,0
Nepal,NPL,2003,0,2.26,0,0
Nepal,NPL,2004,0,2.38,0,0
Nepal,NPL,2005,0,2.49,0,0
Nepal,NPL,2006,0,2.71,0,0
Nepal,NPL,2007,0,2.76,0,0
Nepal,NPL,2008,0,2.78,0,0
Nepal,NPL,2009,0,3.07,0,0
Nepal,NPL,2010,0,3.17,0.01,0
Nepal,NPL,2011,0,3.45,0.01,0
Nepal,NPL,2012,0,3.5,0.01,0
Nepal,NPL,2013,0,3.47,0.02,0
Nepal,NPL,2014,0.01,3.77,0.02,0
Nepal,NPL,2015,0.01,3.43,0.02,0
Nepal,NPL,2016,0.01,4.15,0.02,0
Nepal,NPL,2017,0.01,4.49,0.08,0
Nepal,NPL,2018,0.01,4.75,0.08,0
Nepal,NPL,2019,0.01,6.06,0.07,0
Nepal,NPL,2020,0.01,6.09,0.1,0
Nepal,NPL,2021,0.01,9.53,0.13,0
Nepal,NPL,2022,0.01,9.67,0.14,0
Netherlands,NLD,1965,0,0,0,0
Netherlands,NLD,1966,0,0,0,0
Netherlands,NLD,1967,0,0,0,0
Netherlands,NLD,1968,0,0,0,0
Netherlands,NLD,1969,0,0,0,0
Netherlands,NLD,1970,0,0,0,0
Netherlands,NLD,1971,0,0,0,0
Netherlands,NLD,1972,0,0,0,0
Netherlands,NLD,1973,0,0,0,0
Netherlands,NLD,1974,0,0,0,0
Netherlands,NLD,1975,0,0,0,0.803
Netherlands,NLD,1976,0,0,0,0.872
Netherlands,NLD,1977,0,0,0,0.867
Netherlands,NLD,1978,0,0,0,1.211
Netherlands,NLD,1979,0,0,0,1.106
Netherlands,NLD,1980,0,0,0,1.024
Netherlands,NLD,1981,0,0,0,1.085
Netherlands,NLD,1982,0,0,0,0.265
Netherlands,NLD,1983,0,0,0,0.231
Netherlands,NLD,1984,0,0,0,0.017
Netherlands,NLD,1985,0,0.003,0,0.441
Netherlands,NLD,1986,0.001,0.003,0,0.553
Netherlands,NLD,1987,0.002,0.001,0,0.702
Netherlands,NLD,1988,0.016,0.002,0,0.835
Netherlands,NLD,1989,0.023,0.037,0,0.9
Netherlands,NLD,1990,0.06,0.09,0,0.67
Netherlands,NLD,1991,0.09,0.1,0,0.74
Netherlands,NLD,1992,0.15,0.12,0,0.73
Netherlands,NLD,1993,0.17,0.09,0,0.84
Netherlands,NLD,1994,0.24,0.1,0,0.92
Netherlands,NLD,1995,0.32,0.09,0,1
Netherlands,NLD,1996,0.44,0.08,0,1.3
Netherlands,NLD,1997,0.47,0.09,0,1.45
Netherlands,NLD,1998,0.64,0.11,0,1.57
Netherlands,NLD,1999,0.64,0.09,0.01,1.77
Netherlands,NLD,2000,0.83,0.14,0.01,1.99
Netherlands,NLD,2001,0.83,0.12,0.01,2.35
Netherlands,NLD,2002,0.95,0.11,0.02,2.9
Netherlands,NLD,2003,1.32,0.07,0.03,2.54
Netherlands,NLD,2004,1.87,0.09,0.03,3.31
Netherlands,NLD,2005,2.07,0.09,0.04,5.26
Netherlands,NLD,2006,2.74,0.11,0.04,5.17
Netherlands,NLD,2007,3.44,0.11,0.04,4
Netherlands,NLD,2008,4.26,0.1,0.04,5.13
Netherlands,NLD,2009,4.58,0.1,0.04,6.11
Netherlands,NLD,2010,3.99,0.1,0.06,7.04
Netherlands,NLD,2011,5.1,0.06,0.1,7.06
Netherlands,NLD,2012,4.98,0.1,0.19,7.2
Netherlands,NLD,2013,5.63,0.11,0.41,5.95
Netherlands,NLD,2014,5.8,0.11,0.73,5.01
Netherlands,NLD,2015,7.55,0.09,1.11,4.94
Netherlands,NLD,2016,8.17,0.1,1.6,4.91
Netherlands,NLD,2017,10.57,0.06,2.2,4.6
Netherlands,NLD,2018,10.55,0.07,3.71,4.55
Netherlands,NLD,2019,11.51,0.07,5.4,5.82
Netherlands,NLD,2020,15.27,0.05,8.57,8.84
Netherlands,NLD,2021,18,0.09,11.3,10.92
Netherlands,NLD,2022,21.49,0.05,17.08,9.79
Netherlands,NLD,2023,28.97,0.06,21.15,8.25
New Caledonia,NCL,2000,0.01,0.44,0,0
New Caledonia,NCL,2001,0.01,0.36,0,0
New Caledonia,NCL,2002,0.01,0.32,0,0
New Caledonia,NCL,2003,0,0.32,0,0
New Caledonia,NCL,2004,0.01,0.32,0,0
New Caledonia,NCL,2005,0.02,0.34,0,0
New Caledonia,NCL,2006,0.03,0.28,0,0
New Caledonia,NCL,2007,0.04,0.39,0,0
New Caledonia,NCL,2008,0.03,0.45,0,0
New Caledonia,NCL,2009,0.03,0.4,0,0
New Caledonia,NCL,2010,0.05,0.26,0,0
New Caledonia,NCL,2011,0.05,0.37,0,0
New Caledonia,NCL,2012,0.06,0.4,0,0
New Caledonia,NCL,2013,0.05,0.46,0,0
New Caledonia,NCL,2014,0.06,0.29,0,0
New Caledonia,NCL,2015,0.06,0.34,0.01,0
New Caledonia,NCL,2016,0.05,0.23,0.01,0
New Caledonia,NCL,2017,0.05,0.36,0.03,0
New Caledonia,NCL,2018,0.05,0.32,0.05,0
New Caledonia,NCL,2019,0.06,0.36,0.12,0
New Caledonia,NCL,2020,0.05,0.22,0.15,0
New Caledonia,NCL,2021,0.06,0.22,0.18,0
New Caledonia,NCL,2022,0.06,0.22,0.18,0
New Zealand,NZL,1974,0,15.188889,0,2.0790577
New Zealand,NZL,1975,0,16.663637,0,2.1061628
New Zealand,NZL,1976,0,15.49899,0,2.054847
New Zealand,NZL,1977,0,14.720202,0,1.9780049
New Zealand,NZL,1978,0,15.6595955,0,2.0011628
New Zealand,NZL,1979,0,18.443434,0,1.8775839
New Zealand,NZL,1980,0,19.364647,0,1.9714787
New Zealand,NZL,1981,0,19.679798,0,1.938584
New Zealand,NZL,1982,0,18.30404,0,1.9683207
New Zealand,NZL,1983,0,19.751514,0,1.9863839
New Zealand,NZL,1984,0,20.376768,0,2.1384313
New Zealand,NZL,1985,0,19.707859,0,2.0102081
New Zealand,NZL,1986,0,22.097696,0,2.0830345
New Zealand,NZL,1987,0,21.928556,0,2.0779002
New Zealand,NZL,1988,0,22.962656,0,2.087283
New Zealand,NZL,1989,0,22.558859,0,2.578135
New Zealand,NZL,1990,0,23.185303,0,2.9529426
New Zealand,NZL,1991,0,22.894464,0,3.1218293
New Zealand,NZL,1992,0.000690909,21.092667,0,3.0693219
New Zealand,NZL,1993,0.000985859,23.492899,0,3.2180853
New Zealand,NZL,1994,0.001010101,25.83708,0,3.0746424
New Zealand,NZL,1995,0.001010101,27.534758,0,3.0245616
New Zealand,NZL,1996,0.008326263,26.18293,0,2.9514518
New Zealand,NZL,1997,0.013593556,23.258162,0,3.0464327
New Zealand,NZL,1998,0.022069696,25.319334,0,3.3079102
New Zealand,NZL,1999,0.03899293,22.919535,0,3.5562158
New Zealand,NZL,2000,0.12,24.19,0,3.6100001
New Zealand,NZL,2001,0.14,21.46,0,3.4
New Zealand,NZL,2002,0.15,24.62,0,3.23
New Zealand,NZL,2003,0.15,23.39,0,3.1399999
New Zealand,NZL,2004,0.36,26.97,0,3.27
New Zealand,NZL,2005,0.61,23.09,0,3.66
New Zealand,NZL,2006,0.62,23.34,0,3.92
New Zealand,NZL,2007,0.92,23.4,0,4.09
New Zealand,NZL,2008,1.05,22.12,0,4.7
New Zealand,NZL,2009,1.46,23.98,0,5.3500004
New Zealand,NZL,2010,1.62,24.48,0,6.3
New Zealand,NZL,2011,1.94,24.86,0,6.5299997
New Zealand,NZL,2012,2.06,22.67,0,6.65
New Zealand,NZL,2013,2,22.8,0.01,6.8700004
New Zealand,NZL,2014,2.19,24.07,0.02,7.67
New Zealand,NZL,2015,2.34,24.28,0.04,8.23
New Zealand,NZL,2016,2.32,25.66,0.06,8.35
New Zealand,NZL,2017,2.07,24.93,0.08,8.38
New Zealand,NZL,2018,2.05,26.03,0.1,8.29
New Zealand,NZL,2019,2.23,25.32,0.13,8.38
New Zealand,NZL,2020,2.28,24.03,0.16,8.61
New Zealand,NZL,2021,2.62,23.99,0.21,9.7
New Zealand,NZL,2022,2.89,25.86,0.21,9.39
New Zealand,NZL,2023,3.47,26.04,0.21,9.16
New Zealand,NZL,1965,,10.01878,0,1.348
New Zealand,NZL,1966,,10.805433,0,1.359
New Zealand,NZL,1967,,11.220857,0,1.134
New Zealand,NZL,1968,,11.773282,0,1.295
New Zealand,NZL,1969,,11.63628,0,1.327
New Zealand,NZL,1970,,12.67042,0,1.273
New Zealand,NZL,1971,,14.393986,0,1.256
New Zealand,NZL,1972,,15.264607,0,1.257
New Zealand,NZL,1973,,15.09667,0,1.243
Nicaragua,NIC,2000,0,0.21,0,0.28
Nicaragua,NIC,2001,0,0.19,0,0.3
Nicaragua,NIC,2002,0,0.3,0,0.33999997
Nicaragua,NIC,2003,0,0.29,0,0.45000002
Nicaragua,NIC,2004,0,0.32,0,0.47
Nicaragua,NIC,2005,0,0.43,0,0.59000003
Nicaragua,NIC,2006,0,0.31,0,0.63
Nicaragua,NIC,2007,0,0.3,0,0.62
Nicaragua,NIC,2008,0,0.53,0,0.65999997
Nicaragua,NIC,2009,0.11,0.29,0,0.66
Nicaragua,NIC,2010,0.16,0.5,0,0.68
Nicaragua,NIC,2011,0.21,0.44,0,0.64
Nicaragua,NIC,2012,0.33,0.42,0,0.96999997
Nicaragua,NIC,2013,0.56,0.46,0,1.16
Nicaragua,NIC,2014,0.85,0.4,0,1.1500001
Nicaragua,NIC,2015,0.87,0.29,0,1.14
Nicaragua,NIC,2016,0.73,0.43,0,1.24
Nicaragua,NIC,2017,0.63,0.47,0.01,1.4200001
Nicaragua,NIC,2018,0.8,0.41,0.02,1.5
Nicaragua,NIC,2019,0.73,0.23,0.03,1.6199999
Nicaragua,NIC,2020,0.55,0.57,0.03,1.5
Nicaragua,NIC,2021,0.66,0.6,0.03,1.62
Nicaragua,NIC,2022,0.66,0.6,0.03,1.6600001
Niger,NER,2000,0,0,0,0
Niger,NER,2001,0,0,0,0
Niger,NER,2002,0,0,0,0
Niger,NER,2003,0,0,0,0
Niger,NER,2004,0,0,0,0
Niger,NER,2005,0,0,0,0
Niger,NER,2006,0,0,0,0
Niger,NER,2007,0,0,0,0
Niger,NER,2008,0,0,0,0
Niger,NER,2009,0,0,0,0
Niger,NER,2010,0,0,0,0
Niger,NER,2011,0,0,0,0
Niger,NER,2012,0,0,0,0
Niger,NER,2013,0,0,0,0
Niger,NER,2014,0,0,0.01,0
Niger,NER,2015,0,0,0.01,0
Niger,NER,2016,0,0,0.01,0
Niger,NER,2017,0,0,0.01,0
Niger,NER,2018,0,0,0.05,0
Niger,NER,2019,0,0,0.05,0
Niger,NER,2020,0,0,0.05,0
Niger,NER,2021,0,0,0.05,0
Niger,NER,2022,0,0,0.05,0
Nigeria,NGA,2000,0,5.63,0,0.01
Nigeria,NGA,2001,0,5.91,0,0.01
Nigeria,NGA,2002,0,8.23,0,0.01
Nigeria,NGA,2003,0,7.45,0,0.01
Nigeria,NGA,2004,0,8.11,0,0.01
Nigeria,NGA,2005,0,7.77,0,0.01
Nigeria,NGA,2006,0,6.26,0,0.01
Nigeria,NGA,2007,0,6.23,0,0.01
Nigeria,NGA,2008,0,5.72,0,0.01
Nigeria,NGA,2009,0,4.53,0,0.01
Nigeria,NGA,2010,0,6.37,0,0.01
Nigeria,NGA,2011,0,5.88,0,0.01
Nigeria,NGA,2012,0,5.66,0.02,0.01
Nigeria,NGA,2013,0,5.33,0.02,0.02
Nigeria,NGA,2014,0,5.35,0.02,0.02
Nigeria,NGA,2015,0,6.42,0.03,0.02
Nigeria,NGA,2016,0,8.15,0.03,0.03
Nigeria,NGA,2017,0,7.75,0.03,0.02
Nigeria,NGA,2018,0,7.7,0.03,0.02
Nigeria,NGA,2019,0,8.43,0.04,0.02
Nigeria,NGA,2020,0,7.69,0.04,0.02
Nigeria,NGA,2021,0,7.94,0.05,0.02
Nigeria,NGA,2022,0,7.94,0.05,0.02
Nigeria,NGA,2023,0,8.28,0.05,0.02
Niue,NIU,2000,0,0,0,0
Niue,NIU,2001,0,0,0,0
Niue,NIU,2002,0,0,0,0
Niue,NIU,2003,0,0,0,0
Niue,NIU,2004,0,0,0,0
Niue,NIU,2005,0,0,0,0
Niue,NIU,2006,0,0,0,0
Niue,NIU,2007,0,0,0,0
Niue,NIU,2008,0,0,0,0
Niue,NIU,2009,0,0,0,0
Niue,NIU,2010,0,0,0,0
Niue,NIU,2011,0,0,0,0
Niue,NIU,2012,0,0,0,0
Niue,NIU,2013,0,0,0,0
Niue,NIU,2014,0,0,0,0
Niue,NIU,2015,0,0,0,0
Niue,NIU,2016,0,0,0,0
Niue,NIU,2017,0,0,0,0
